housing_median_age,population,median_income,month,median_house_value,ocean_proximity
33,1469,3.2048,11,261800,<1H OCEAN
33,1287,5.5,11,282200,<1H OCEAN
41,729,3.5491,11,261100,<1H OCEAN
18,972,4.3971,11,238900,<1H OCEAN
16,1637,4.5427,11,198400,<1H OCEAN
25,707,4.375,11,212200,<1H OCEAN
36,546,4.5625,11,240000,<1H OCEAN
30,999,4.6328,11,287100,<1H OCEAN
33,1922,4.9562,11,238700,<1H OCEAN
18,3604,4.5368,11,307400,<1H OCEAN
26,2249,3.9625,11,262900,<1H OCEAN
37,699,3.925,11,251300,<1H OCEAN
33,1553,3.6682,11,266100,<1H OCEAN
35,556,3.925,11,287100,<1H OCEAN
32,673,5.2019,11,279900,<1H OCEAN
36,545,3.2813,11,244400,<1H OCEAN
52,1662,3.1667,11,231600,<1H OCEAN
18,1096,2.3713,11,244000,<1H OCEAN
48,697,3.6118,11,235500,<1H OCEAN
42,659,3.3333,11,237900,<1H OCEAN
52,1096,4.2656,11,236100,<1H OCEAN
42,1304,3.1429,11,286500,<1H OCEAN
29,1674,3.4233,11,229300,<1H OCEAN
41,1092,3.7321,11,250000,<1H OCEAN
36,797,3.6818,11,257600,<1H OCEAN
37,845,4.75,11,251100,<1H OCEAN
36,1372,5.0175,11,246100,<1H OCEAN
25,2529,3.1702,11,256100,<1H OCEAN
31,821,2.3547,11,275900,<1H OCEAN
36,740,4.7604,11,294700,<1H OCEAN
26,1427,4.2136,11,288300,<1H OCEAN
35,1054,4.0667,11,276900,<1H OCEAN
42,942,4.4453,11,255400,<1H OCEAN
36,373,5.791,11,254100,<1H OCEAN
18,1901,5.3873,11,288300,<1H OCEAN
34,739,3.4375,11,252600,<1H OCEAN
37,293,3.7813,11,247800,<1H OCEAN
30,1506,6.3716,11,330500,<1H OCEAN
30,1721,6.1388,11,302400,<1H OCEAN
27,1571,5.273,11,315600,<1H OCEAN
21,3636,5.1506,11,302100,<1H OCEAN
25,1529,5.121,11,287600,<1H OCEAN
35,912,5.9567,11,294300,<1H OCEAN
35,841,4.8365,11,313900,<1H OCEAN
33,1016,3.9417,11,285800,<1H OCEAN
28,1883,6.4095,11,335900,<1H OCEAN
28,2110,5.1483,11,342000,<1H OCEAN
28,2588,5.357,11,355200,<1H OCEAN
17,4748,4.2531,11,279800,<1H OCEAN
20,2042,4.7083,11,217700,<1H OCEAN
32,1191,5.606,11,288900,<1H OCEAN
34,1016,5.8127,11,288300,<1H OCEAN
26,1443,5.7833,11,339600,<1H OCEAN
19,2672,3.699,11,237500,<1H OCEAN
11,1094,3.73,11,227700,<1H OCEAN
39,619,4.6304,11,263200,<1H OCEAN
20,431,3.1103,11,281900,<1H OCEAN
27,2135,3.6292,11,264600,<1H OCEAN
26,1819,7.0469,11,365500,<1H OCEAN
31,1898,5.2534,11,290900,<1H OCEAN
21,3637,3.6401,11,267500,<1H OCEAN
25,3580,3.9187,11,314900,<1H OCEAN
25,2758,3.0079,11,277300,<1H OCEAN
33,351,3.1458,11,270500,<1H OCEAN
30,1914,3.7632,11,307000,<1H OCEAN
27,1278,3.5652,11,329500,<1H OCEAN
30,814,6.623,11,332500,<1H OCEAN
21,2487,3.7188,11,293000,<1H OCEAN
25,734,3.2727,11,262500,<1H OCEAN
25,3786,3.3958,11,267500,<1H OCEAN
20,2334,4.3081,11,227300,<1H OCEAN
22,1249,3.75,11,212500,<1H OCEAN
20,363,4.0962,11,214100,<1H OCEAN
17,408,1.7171,11,181300,<1H OCEAN
52,362,4.0208,11,262500,<1H OCEAN
9,715,4.6371,11,234300,<1H OCEAN
30,1834,3.4505,11,260000,<1H OCEAN
19,3759,3.1509,11,242900,<1H OCEAN
30,1794,4.6312,11,283200,<1H OCEAN
33,907,7.5443,11,283000,<1H OCEAN
31,1459,3.2287,11,264900,<1H OCEAN
33,877,5.4386,11,280400,<1H OCEAN
25,1995,6.6437,11,296100,<1H OCEAN
27,1301,5.0385,11,277300,<1H OCEAN
26,620,3.3922,11,269100,<1H OCEAN
28,1877,5.7251,11,272600,<1H OCEAN
27,1725,5.7812,11,275000,<1H OCEAN
27,1454,5.4051,11,273500,<1H OCEAN
32,1336,6.4631,11,344100,<1H OCEAN
23,2181,4.0403,11,303400,<1H OCEAN
31,1891,4.8542,11,275000,<1H OCEAN
24,690,5,11,283000,<1H OCEAN
25,2027,5.3294,11,300300,<1H OCEAN
29,1602,3.337,11,265300,<1H OCEAN
17,775,5.9658,11,278000,<1H OCEAN
25,1633,5.2528,11,269400,<1H OCEAN
29,1318,5.3561,11,298900,<1H OCEAN
28,2846,4.0174,11,273900,<1H OCEAN
22,2983,5.2533,11,269100,<1H OCEAN
31,1566,5.5151,11,286800,<1H OCEAN
19,998,4.6827,11,255100,<1H OCEAN
22,636,1.8542,11,333300,<1H OCEAN
30,1532,5.0863,11,332000,<1H OCEAN
37,1566,6.0235,11,413500,<1H OCEAN
32,705,6.0957,11,405400,<1H OCEAN
26,1208,5.4683,11,430900,<1H OCEAN
35,484,6.1648,11,371900,<1H OCEAN
34,1282,5.5127,11,268200,<1H OCEAN
36,535,4.69,11,252600,<1H OCEAN
21,639,4.5333,11,234200,<1H OCEAN
34,1035,4.7917,11,243200,<1H OCEAN
32,779,6.0358,11,260100,<1H OCEAN
35,664,4.675,11,245300,<1H OCEAN
24,2449,4.7118,11,274600,<1H OCEAN
30,1114,4.7279,11,272000,<1H OCEAN
26,3319,6.3663,11,279400,<1H OCEAN
19,632,5.5944,11,290500,<1H OCEAN
26,1165,7.3522,11,363800,<1H OCEAN
26,1096,6.0738,11,335900,<1H OCEAN
27,660,5.3911,11,281200,<1H OCEAN
22,1240,6.0712,11,271800,<1H OCEAN
27,1956,7.3843,11,405000,<1H OCEAN
21,1811,9.3834,11,500001,<1H OCEAN
36,1719,7.8407,11,476400,<1H OCEAN
22,1291,4.6065,11,445900,<1H OCEAN
46,3728,5.2321,11,500001,<1H OCEAN
35,1866,8.492,11,500001,<1H OCEAN
20,890,10.0187,11,500001,<1H OCEAN
35,1117,4.4063,11,436100,<1H OCEAN
33,1511,3.1176,11,396300,<1H OCEAN
36,1234,9.0704,11,500001,<1H OCEAN
19,790,4.5156,11,339300,<1H OCEAN
32,1193,6.131,11,367800,<1H OCEAN
27,1178,4.6654,11,340700,<1H OCEAN
21,500,7.598,11,347800,<1H OCEAN
17,1158,8.2069,11,442500,<1H OCEAN
19,267,15,11,500001,<1H OCEAN
25,604,10.7582,11,500001,<1H OCEAN
21,856,7.9135,11,496400,<1H OCEAN
22,1480,11.2463,11,500001,<1H OCEAN
35,1325,8.5425,11,500001,<1H OCEAN
33,759,5.7876,11,415800,<1H OCEAN
27,1220,8.8178,11,500001,<1H OCEAN
24,847,10.2666,11,500001,<1H OCEAN
34,692,8.0331,11,500001,<1H OCEAN
31,551,10.2311,11,500001,<1H OCEAN
29,982,7.9234,11,500001,<1H OCEAN
14,1172,7.6107,11,500001,<1H OCEAN
34,903,7.8711,11,500001,<1H OCEAN
24,539,11.1557,11,500001,<1H OCEAN
28,1085,10.6834,11,500001,<1H OCEAN
22,1147,10.3653,11,500001,<1H OCEAN
18,999,8.7939,11,500001,<1H OCEAN
25,1461,10.3979,11,500001,<1H OCEAN
31,1190,7.5,11,500001,<1H OCEAN
22,773,9.1569,11,500001,<1H OCEAN
35,1449,5.7295,11,346100,<1H OCEAN
33,854,8.3605,11,500001,<1H OCEAN
32,1092,5.4103,11,335900,<1H OCEAN
32,1551,7.8279,11,500001,<1H OCEAN
29,1320,9.8937,11,500001,<1H OCEAN
25,1198,9.3464,11,500001,<1H OCEAN
28,1415,10.675,11,500001,<1H OCEAN
16,567,10.5793,11,500001,<1H OCEAN
19,1252,12.2145,11,500001,<1H OCEAN
25,1608,10.7958,11,500001,<1H OCEAN
24,1692,7.8627,11,500001,<1H OCEAN
29,826,8.248,11,498800,<1H OCEAN
30,1440,6.2182,11,380800,<1H OCEAN
25,2003,8.0727,11,455500,<1H OCEAN
25,1585,9.2298,11,500001,<1H OCEAN
11,1947,10.7326,11,500001,<1H OCEAN
13,891,8.0158,11,420000,<1H OCEAN
23,2167,7.0102,11,500001,<1H OCEAN
24,1818,7.2986,11,500001,<1H OCEAN
30,1197,7.0813,11,485300,<1H OCEAN
17,959,7.8528,11,368900,<1H OCEAN
20,2271,4.8836,11,396200,<1H OCEAN
13,790,5.0081,11,288300,<1H OCEAN
21,933,5.3167,11,416300,<1H OCEAN
26,1264,7.7643,11,474700,<1H OCEAN
17,1364,6.3131,11,436400,<1H OCEAN
22,2206,4.5721,11,351200,<1H OCEAN
27,1259,5.7528,11,431400,<1H OCEAN
29,1217,6.2045,11,393800,<1H OCEAN
24,1627,5.154,11,355100,<1H OCEAN
26,778,6.075,11,417000,<1H OCEAN
25,1076,6.9238,11,345900,<1H OCEAN
25,1132,5.3508,11,409100,<1H OCEAN
25,1678,6.6818,11,411300,<1H OCEAN
25,1699,8.0837,11,380600,<1H OCEAN
23,2951,6.3702,11,332000,<1H OCEAN
28,1795,7.8383,11,372700,<1H OCEAN
29,1518,7.218,11,400700,<1H OCEAN
19,1520,3.375,11,275700,<1H OCEAN
30,1551,5.8521,11,326300,<1H OCEAN
22,1792,5.4842,11,335300,<1H OCEAN
34,1301,6.083,11,341400,<1H OCEAN
35,1248,5.9714,11,332500,<1H OCEAN
26,924,6.7123,11,354600,<1H OCEAN
32,903,6.359,11,341900,<1H OCEAN
27,2009,6.3923,11,348300,<1H OCEAN
33,1230,6.3197,11,340100,<1H OCEAN
15,2156,5.6511,11,404800,<1H OCEAN
34,1915,4.7402,11,244500,<1H OCEAN
26,700,6.6766,11,332700,<1H OCEAN
32,1577,4.6613,11,284000,<1H OCEAN
33,2389,4.7235,11,242200,<1H OCEAN
25,1689,7.3693,11,373600,<1H OCEAN
23,1782,7.4863,11,412300,<1H OCEAN
16,674,5.1602,11,231200,<1H OCEAN
30,467,6.448,11,360600,<1H OCEAN
30,1788,5.6932,11,338700,<1H OCEAN
26,1221,8.1078,11,365700,<1H OCEAN
22,1479,4.1473,11,354400,<1H OCEAN
26,980,6.2475,11,350000,<1H OCEAN
28,1190,5.7881,11,344700,<1H OCEAN
25,2338,6.0577,11,451800,<1H OCEAN
25,1251,5.5388,11,352100,<1H OCEAN
33,1158,5.0785,11,289500,<1H OCEAN
20,2059,5.1674,11,333000,<1H OCEAN
27,817,5.9158,11,343100,<1H OCEAN
31,1604,5.2108,11,351500,<1H OCEAN
31,1493,6.3052,11,344200,<1H OCEAN
34,1399,7.3753,11,388100,<1H OCEAN
34,1079,7.7865,11,423900,<1H OCEAN
31,627,6.6087,11,416500,<1H OCEAN
20,1293,6.7578,11,451400,<1H OCEAN
28,1328,7.4729,11,431600,<1H OCEAN
28,1260,7.5372,11,432600,<1H OCEAN
16,455,7.2779,11,292900,<1H OCEAN
28,696,5.678,11,370100,<1H OCEAN
25,704,7.7799,11,447300,<1H OCEAN
17,598,4.0129,11,342400,<1H OCEAN
23,1795,3.16,11,225000,<1H OCEAN
19,2496,3.6991,11,271500,<1H OCEAN
35,662,5.6533,11,291400,<1H OCEAN
34,1017,4.1369,11,316900,<1H OCEAN
27,1063,3.9848,11,409700,<1H OCEAN
31,872,8.0599,11,381800,<1H OCEAN
35,1343,6.0777,11,327500,<1H OCEAN
32,1160,4.9087,11,322700,<1H OCEAN
23,2351,5.2319,11,430100,<1H OCEAN
28,948,6.4913,11,411900,<1H OCEAN
20,767,6.837,11,383000,<1H OCEAN
29,679,7.5337,11,406800,<1H OCEAN
26,1241,6.8753,11,403000,<1H OCEAN
27,1537,6.6085,11,344700,<1H OCEAN
16,1369,4.4699,11,367400,<1H OCEAN
17,1465,5.8779,11,362200,<1H OCEAN
18,507,5.3679,11,228400,<1H OCEAN
19,1930,3.5154,11,311400,<1H OCEAN
16,1479,3.5861,11,500001,<1H OCEAN
21,1486,3.9038,11,243800,<1H OCEAN
25,1273,4.7609,11,378000,<1H OCEAN
16,499,4.2061,11,253600,<1H OCEAN
24,892,4.9671,11,335200,<1H OCEAN
25,1267,6.6329,11,349000,<1H OCEAN
21,1194,7.1273,11,346300,<1H OCEAN
16,1551,4.5,11,323600,<1H OCEAN
19,1158,6.7718,11,368300,<1H OCEAN
17,797,8.6155,11,411200,<1H OCEAN
25,1880,3.4238,11,337000,<1H OCEAN
17,3539,3.8464,11,239400,<1H OCEAN
9,1430,3.0047,11,256000,<1H OCEAN
41,1032,4.6957,11,284800,<1H OCEAN
30,556,3.8125,11,325000,<1H OCEAN
42,616,3.6765,11,252800,<1H OCEAN
33,1201,5.0453,11,311600,<1H OCEAN
38,1518,4.2028,11,273600,<1H OCEAN
21,1433,3.8732,11,252400,<1H OCEAN
43,836,4.0911,11,224600,<1H OCEAN
32,538,4.505,11,230400,<1H OCEAN
8,3250,4.2782,11,327700,<1H OCEAN
11,1309,4.1847,11,167300,<1H OCEAN
25,1066,7.2165,11,360900,<1H OCEAN
16,804,3.7045,11,178100,<1H OCEAN
22,1842,4.4107,11,232700,<1H OCEAN
32,1321,3.2574,11,254400,<1H OCEAN
26,2374,3.5586,11,222200,<1H OCEAN
36,1348,5.6447,11,252600,<1H OCEAN
36,880,5.791,11,239400,<1H OCEAN
34,1994,4.0223,11,250200,<1H OCEAN
35,1475,4.35,11,261000,<1H OCEAN
16,1769,4.0068,11,249500,<1H OCEAN
35,1428,4.7431,11,239700,<1H OCEAN
5,3959,4.7685,11,280100,<1H OCEAN
23,2029,3.5649,11,450000,<1H OCEAN
24,1367,4.072,11,364200,<1H OCEAN
29,816,5.4351,11,336500,<1H OCEAN
20,2389,4.2719,11,270800,NEAR BAY
27,1362,3.4028,11,324200,<1H OCEAN
25,148,4.4531,11,350000,<1H OCEAN
21,7273,4.3351,11,267400,NEAR BAY
26,8,3.75,11,375000,NEAR BAY
22,413,3.6875,11,40000,NEAR BAY
20,1497,4.2188,11,500001,NEAR BAY
21,837,5.6999,11,470000,NEAR BAY
18,1377,6.1299,11,500001,<1H OCEAN
20,1227,4.8625,11,262500,NEAR BAY
19,646,4.712,11,289300,NEAR BAY
23,373,5.9291,11,284600,NEAR BAY
16,1440,3.7359,11,262500,NEAR BAY
26,815,5.7657,11,322300,NEAR BAY
15,943,4.359,11,192200,NEAR BAY
19,1639,4.1544,11,277000,NEAR BAY
25,999,5.806,11,308700,NEAR BAY
20,1069,4.6875,11,288900,NEAR BAY
36,1036,5.1408,11,264700,NEAR BAY
33,3025,5.4721,11,343300,NEAR BAY
8,856,2.8203,11,284100,NEAR BAY
14,421,4.2463,11,266700,NEAR BAY
18,838,3.575,11,274000,NEAR BAY
22,662,3.5179,11,197200,NEAR BAY
17,412,3.4375,11,290600,NEAR BAY
23,2699,3.8003,11,229800,NEAR BAY
27,2764,3.4198,11,351900,NEAR BAY
26,2087,3.2875,11,182700,NEAR BAY
27,2314,3.4868,11,165600,NEAR BAY
23,1374,4.3077,11,293500,NEAR BAY
19,1009,3.9091,11,276000,NEAR BAY
16,1173,4.1875,11,266400,NEAR BAY
15,138,4.6591,11,175000,NEAR BAY
23,367,3.1736,11,181300,NEAR BAY
52,448,2.5208,11,316700,NEAR BAY
43,1029,3.7318,11,327700,NEAR BAY
30,1057,3.725,11,261300,NEAR BAY
24,2645,3.6742,11,275000,NEAR BAY
44,848,2.8438,11,307100,NEAR BAY
46,543,3.2083,11,334300,NEAR BAY
4,1050,4.8036,11,340000,NEAR BAY
30,932,3.5045,11,352500,NEAR BAY
37,589,5.0131,11,330300,NEAR BAY
26,562,4.5644,11,280200,NEAR BAY
39,1023,4.5833,11,342400,NEAR BAY
31,591,3.5909,11,353100,NEAR BAY
36,794,5.0871,11,354500,NEAR BAY
34,774,2.7279,11,365600,NEAR BAY
36,475,5.5385,11,359000,NEAR BAY
34,849,6.2884,11,414700,NEAR BAY
36,1055,6.1995,11,407200,NEAR BAY
33,1496,3.4042,11,353600,NEAR BAY
36,448,5.0086,11,366700,NEAR BAY
36,485,5.0796,11,373400,NEAR BAY
36,348,6.828,11,383900,NEAR BAY
29,707,7.1108,11,465000,NEAR BAY
27,464,6.8374,11,500001,NEAR BAY
34,776,5.2971,11,442100,NEAR BAY
25,368,3.3917,11,342900,NEAR BAY
22,1657,4.8021,11,457500,NEAR BAY
30,1097,7.9813,11,473500,NEAR BAY
21,1158,7.5,11,500001,<1H OCEAN
34,662,6.8268,11,500001,<1H OCEAN
28,1686,10.0346,11,500001,<1H OCEAN
31,1001,9.281,11,500001,NEAR BAY
37,805,5.0222,11,500001,NEAR BAY
37,930,7.5274,11,500001,NEAR BAY
28,728,8.2266,11,500001,NEAR BAY
30,787,8.758,11,500001,<1H OCEAN
33,495,5.4659,11,500001,<1H OCEAN
35,512,7.3561,11,500001,<1H OCEAN
35,619,9.8144,11,500001,<1H OCEAN
35,570,8.5888,11,500001,<1H OCEAN
35,548,7.7068,11,500001,NEAR BAY
30,631,10.1007,11,500001,<1H OCEAN
23,922,10.5142,11,500001,<1H OCEAN
28,594,12.367,11,500001,<1H OCEAN
33,832,10.3591,11,500001,NEAR BAY
37,1577,7.5655,11,500001,NEAR BAY
37,945,8.3924,11,500001,NEAR BAY
40,929,8.1064,11,500001,NEAR BAY
22,520,10.3329,11,500001,NEAR BAY
36,1296,7.8177,11,500001,NEAR BAY
22,1329,5.0804,11,500001,NEAR BAY
49,410,7.2045,11,500001,NEAR BAY
18,555,8.9021,11,500001,NEAR BAY
31,1138,4.9519,11,500001,NEAR BAY
36,655,6.3967,11,500001,NEAR BAY
35,881,7.6229,11,500001,NEAR BAY
31,921,7.0245,11,500001,NEAR BAY
34,1336,8.9172,11,500001,NEAR BAY
34,504,8.4709,11,500001,NEAR BAY
32,1583,10.3894,11,500001,NEAR BAY
29,2687,5.1335,11,461200,NEAR BAY
36,2039,5.4063,11,440900,NEAR BAY
35,949,6.4588,11,437100,NEAR BAY
46,134,4.15,11,265000,NEAR BAY
36,2251,3.5364,11,314100,NEAR BAY
33,1250,5.3727,11,360900,NEAR BAY
35,1405,7.3023,11,451300,NEAR BAY
35,1562,7.313,11,463700,NEAR BAY
32,1267,6.4949,11,417800,NEAR BAY
35,1084,7.1382,11,443800,NEAR BAY
33,659,6.0884,11,432900,NEAR BAY
35,1187,5.2803,11,362100,NEAR BAY
36,1165,5.1524,11,373100,NEAR BAY
40,1498,5.2114,11,438400,NEAR BAY
32,1799,4.7375,11,431900,NEAR BAY
36,1455,6.46,11,425500,NEAR BAY
33,1435,5.485,11,406300,NEAR BAY
42,1146,6.3111,11,397400,NEAR BAY
33,748,4.875,11,373400,NEAR BAY
35,1023,5.6413,11,376600,NEAR BAY
33,1411,5.316,11,398100,NEAR BAY
37,933,6.7257,11,500001,NEAR BAY
37,510,7.9029,11,500001,NEAR BAY
41,1251,6.6354,11,500001,NEAR BAY
43,1088,9.1508,11,500001,NEAR BAY
38,1148,5.9277,11,446600,NEAR BAY
39,353,10.3942,11,500001,NEAR BAY
52,441,7.5418,11,492000,NEAR BAY
52,683,10.9508,11,500001,NEAR BAY
52,1391,7.8647,11,500001,NEAR BAY
52,734,6.767,11,500001,NEAR BAY
48,700,8.7051,11,500001,NEAR BAY
52,219,6.1575,11,500001,NEAR BAY
47,1808,4.2297,11,425000,NEAR BAY
19,1304,2.1406,11,402500,NEAR BAY
37,1363,4.5987,11,356000,NEAR BAY
34,1193,4.2972,11,405900,NEAR BAY
52,774,7.2543,11,500001,NEAR BAY
52,522,4.9861,11,500001,NEAR BAY
52,708,6.1655,11,500001,NEAR BAY
52,1114,6.6756,11,500001,NEAR BAY
52,696,8.2664,11,500001,NEAR BAY
52,467,12.5902,11,500001,NEAR BAY
52,551,6.5829,11,500001,NEAR BAY
47,1149,5.0203,11,476300,NEAR BAY
44,1779,3.9243,11,404800,NEAR BAY
18,1144,4.0686,11,378600,NEAR BAY
20,7604,1.9045,11,375000,NEAR BAY
34,2571,11.0492,11,500001,NEAR OCEAN
15,979,10.476,11,500001,NEAR BAY
24,7174,4.0972,11,387500,NEAR OCEAN
29,359,7.0309,11,475000,NEAR BAY
21,323,10.7237,11,500001,NEAR OCEAN
27,1248,12.0372,11,500001,NEAR BAY
37,549,10.7355,11,500001,NEAR BAY
34,511,13.1867,11,500001,NEAR BAY
30,742,11.806,11,500001,NEAR BAY
26,951,10.4277,11,500001,NEAR BAY
32,498,9.3586,11,500001,NEAR BAY
35,676,8.5294,11,500001,NEAR BAY
37,791,7.5794,11,500001,NEAR BAY
30,501,10.0259,11,500001,NEAR BAY
23,3840,12.1387,11,500001,NEAR BAY
23,1344,12.9792,11,500001,NEAR BAY
7,84,13.8093,11,500001,<1H OCEAN
11,212,8.6196,11,500001,<1H OCEAN
21,149,5.8691,11,360000,<1H OCEAN
21,182,11.3283,11,500001,<1H OCEAN
37,1534,5.8596,11,318700,<1H OCEAN
42,957,5.3468,11,279900,<1H OCEAN
43,570,5.2366,11,293300,<1H OCEAN
37,511,5.7415,11,398500,<1H OCEAN
24,2981,3.506,11,226400,<1H OCEAN
24,3970,4.4004,11,255800,<1H OCEAN
18,2893,6.9508,11,361200,<1H OCEAN
24,1936,5.8904,11,271400,<1H OCEAN
21,2494,7.7201,11,362700,<1H OCEAN
14,2281,8.4262,11,459200,<1H OCEAN
6,3637,8.3837,11,473400,<1H OCEAN
17,1052,8.0595,11,485000,<1H OCEAN
26,725,7.6933,11,405900,<1H OCEAN
23,916,9.1974,11,500001,<1H OCEAN
18,382,9.08,11,500001,<1H OCEAN
7,2232,6.6659,11,500001,<1H OCEAN
45,870,4.5417,11,434500,<1H OCEAN
15,2221,8.3792,11,418300,<1H OCEAN
6,1554,6.8333,11,348000,<1H OCEAN
14,1259,7.7738,11,387500,<1H OCEAN
16,1503,8.1988,11,355900,<1H OCEAN
20,3094,8.19,11,361600,<1H OCEAN
14,2782,8.3065,11,394200,<1H OCEAN
19,3018,6.9473,11,361400,<1H OCEAN
16,1542,6.7064,11,305600,<1H OCEAN
25,721,7.5845,11,279300,<1H OCEAN
19,866,5.6139,11,279500,<1H OCEAN
18,1753,5.0292,11,269400,<1H OCEAN
17,2292,5.6876,11,246500,<1H OCEAN
15,2519,5.6958,11,253800,<1H OCEAN
16,667,4.5221,11,191100,<1H OCEAN
16,2097,6.7287,11,299300,<1H OCEAN
16,2240,5.4218,11,233900,<1H OCEAN
25,3275,5.6488,11,234600,<1H OCEAN
22,2785,6.0889,11,245200,<1H OCEAN
18,1803,6.7836,11,274100,<1H OCEAN
24,4017,5.4741,11,238800,<1H OCEAN
17,3934,5.1228,11,237600,<1H OCEAN
16,2965,4.2885,11,262400,<1H OCEAN
17,2030,5.2166,11,230900,<1H OCEAN
20,1769,5.9214,11,224000,<1H OCEAN
17,2693,5.0772,11,221500,<1H OCEAN
16,1343,6.3566,11,279100,<1H OCEAN
22,2169,4.3438,11,209700,<1H OCEAN
26,990,4.8862,11,195000,<1H OCEAN
18,2357,2.875,11,184400,<1H OCEAN
17,863,7.3339,11,294200,<1H OCEAN
9,1856,4.2083,11,198400,<1H OCEAN
17,1904,5.0186,11,250800,<1H OCEAN
8,2595,4.5615,11,282600,<1H OCEAN
16,1293,5.5,11,253200,<1H OCEAN
14,1420,6.6712,11,311500,<1H OCEAN
10,1623,5.1356,11,218700,<1H OCEAN
11,1393,5.5875,11,259300,<1H OCEAN
14,1465,4.0547,11,236200,<1H OCEAN
16,1158,5.9359,11,249500,<1H OCEAN
20,1231,2.0288,11,350000,<1H OCEAN
12,1216,4.1926,11,244500,<1H OCEAN
7,1739,4.5033,11,213100,<1H OCEAN
16,1969,3.9461,11,194300,<1H OCEAN
17,1636,3.1932,11,123400,<1H OCEAN
17,446,5.6652,11,234500,<1H OCEAN
16,1305,5.5121,11,224100,<1H OCEAN
24,1146,5.6223,11,265700,<1H OCEAN
16,1030,6.4339,11,289200,<1H OCEAN
16,1158,7.4323,11,311800,<1H OCEAN
16,793,6.8194,11,291200,<1H OCEAN
5,825,5.0509,11,184800,<1H OCEAN
15,1752,5.5849,11,257400,<1H OCEAN
17,1369,4.8355,11,141600,<1H OCEAN
4,1213,3.7844,11,183900,<1H OCEAN
20,1965,5.4939,11,241200,<1H OCEAN
23,1297,5.9164,11,237400,<1H OCEAN
21,1978,4.5,11,234400,<1H OCEAN
20,1944,6.0538,11,241000,<1H OCEAN
24,1768,5.8305,11,245600,<1H OCEAN
25,2178,5.1663,11,241200,<1H OCEAN
5,861,4.4565,11,159000,<1H OCEAN
25,2128,6.2957,11,251800,<1H OCEAN
23,2024,7.5218,11,291500,<1H OCEAN
25,1266,4.9688,11,233100,<1H OCEAN
16,850,5.3157,11,253300,<1H OCEAN
19,1497,6.3178,11,248000,<1H OCEAN
24,1237,6.4328,11,257200,<1H OCEAN
17,1076,6.4664,11,278300,<1H OCEAN
17,1067,6.0062,11,262700,<1H OCEAN
18,1547,5.0958,11,217100,<1H OCEAN
18,1055,5.898,11,229100,<1H OCEAN
16,1221,6.0198,11,289600,<1H OCEAN
17,1226,5.4193,11,259500,<1H OCEAN
18,1663,5.9225,11,265800,<1H OCEAN
18,1284,6.7385,11,272400,<1H OCEAN
10,2190,6.223,11,260700,<1H OCEAN
16,995,5.9053,11,260500,<1H OCEAN
17,141,4.6458,11,500001,<1H OCEAN
12,5674,4.747,11,261100,<1H OCEAN
15,469,4.65,11,385700,<1H OCEAN
11,881,4.2039,11,500001,<1H OCEAN
21,631,4.7386,11,394100,<1H OCEAN
18,1414,6.8773,11,467700,<1H OCEAN
19,1692,6.7644,11,412600,<1H OCEAN
16,2051,7.8601,11,416300,<1H OCEAN
14,4108,7.5,11,344500,<1H OCEAN
13,2795,6.1684,11,288100,<1H OCEAN
14,2823,4.175,11,229800,<1H OCEAN
17,1110,2.4821,11,248200,<1H OCEAN
12,1618,5.2951,11,386200,<1H OCEAN
20,2656,3.8788,11,226900,<1H OCEAN
14,2648,3.6895,11,239300,<1H OCEAN
19,2198,5.1514,11,436700,<1H OCEAN
14,2915,5.9356,11,321700,<1H OCEAN
14,2124,4.9028,11,335000,<1H OCEAN
19,1383,5.6205,11,300800,<1H OCEAN
17,3439,6.4313,11,393100,<1H OCEAN
21,3011,5.5936,11,386800,<1H OCEAN
24,1052,3.625,11,350000,<1H OCEAN
37,1030,3.9306,11,260700,<1H OCEAN
44,1439,4.3693,11,234000,INLAND
18,4168,4.5714,11,260300,INLAND
14,2634,4.9702,11,279800,INLAND
15,1582,5.1519,11,264700,INLAND
16,403,5.7396,11,308700,INLAND
16,3575,4.3227,11,251500,INLAND
5,3071,5.6754,11,298500,<1H OCEAN
16,2383,3.5551,11,198600,INLAND
27,1447,3.2019,11,203600,INLAND
14,3704,4.4233,11,228600,INLAND
17,2681,2.9417,11,178000,INLAND
44,1066,2.0625,11,170300,INLAND
20,3866,2.5387,11,160100,INLAND
27,1782,3.2614,11,305000,INLAND
19,1142,4.0238,11,374600,INLAND
34,217,5.2327,11,500001,<1H OCEAN
39,252,3.6964,11,262500,INLAND
52,55,15.0001,11,131300,<1H OCEAN
25,300,3.8062,11,340900,INLAND
10,78,6.0622,11,390000,<1H OCEAN
26,17,15.0001,11,400000,<1H OCEAN
37,63,9.5908,11,350000,<1H OCEAN
16,36,2.625,11,137500,NEAR OCEAN
29,112,6.4469,11,271400,NEAR OCEAN
28,652,4.9808,11,263100,NEAR OCEAN
29,1476,5.8123,11,281500,NEAR OCEAN
40,669,4.3409,11,256300,NEAR OCEAN
43,792,3.5562,11,239200,NEAR OCEAN
41,1290,3.6902,11,233000,NEAR OCEAN
47,607,4.0417,11,265300,NEAR OCEAN
30,1023,2.7875,11,245000,NEAR OCEAN
21,984,2.1734,11,187500,NEAR OCEAN
44,657,3.2368,11,212500,NEAR OCEAN
35,866,5.6188,11,404700,NEAR OCEAN
