时间,用户,星级,短评,支持数
2022-06-02 15:36:24,MissJasmine,五星,虽然看得我一度睡着，但是茉莉津津有味地看完了。在茉莉身上我总能看到自己的影子，希望你快乐长大~,1
2022-06-04 09:13:31,⠀,无评价,和jy看的第二部哆啦A梦电影，感觉这一部还是更适合中学以下的小朋友看。去年的电影版是真的真挚动人。,0
2022-06-04 20:03:33,Y_moon,四星,乍看没什么问题，但是不会爱的一部电影。没看过老版，只是觉得故事陈旧没有更深一步的东西，搞笑吧也不怎么搞笑，大雄的存在感也比较低，还有点低智，但凡他们第一次去找反派的时候不变小，这个故事就无了。不过制作没问题，我这里给6.8分，四舍五入一下就四星吧。,0
2022-05-30 21:42:35,ShirleyDBL,三星,有些子供向啦，人物普遍没什么印象，包括主角（没有说子供向不好的意思），印象比较深的角色居然是敌方那个将军一样的角色，还知道保护自己的部下，那个反派总统没品的要死，毫无优点。最后的战斗场面居然是他们手撕，我真的会笑，还有那个把敌方小坦克当枪使，笑死了。,0
2022-06-01 21:25:09,4AF,四星,对于小学生来说可能有点幼稚 但对于大人来说刚刚好～,0
2022-05-28 19:24:35,山姆文森特,三星,重制版作品，与旧版相比，丰富了很多剧情线，补充了不少细节，人物形象也更加丰满，这点还是比较肯定的。但相对来说旧版的那种看似中二而又激情的感觉少了很多，原本丰富的笑点转而用洛克洛克狗的话痨来承包，而剧情相对来说没有那么紧凑，原版的比利卡星人吟唱的插曲也没有了。本想在大荧幕回味的，这一番大改动改得还是让人有点遗憾。,0
2022-05-31 16:45:18,薛自尘,五星,去看之前已经做好了心理准备要么打一星不然就是五星好评了，没想到这次的剧本好太多了！小夫形象丰满了，静香也参与战斗了。还有就是巨人粉狂喜。敌方输在了他们没有立体装置哈哈哈😂,0
2022-06-02 00:20:52,槐序漫兴,四星,相比前年的伴我同行，剧情更儿童化，原始画风果然最棒。努力，乐观，独裁者的审视，恐惧和虚伪，天赐我们自由！！,1
2022-06-04 00:46:12,畢之汝戀,二星,同一个剧本玩弄40年,0
2022-06-04 17:27:53,小青龙🌈,三星,7。天赐我们自由。,0
2022-05-31 12:34:35,潇芙,三星,还行,0
2022-05-31 21:04:28,TargetedDrug,三星,虽然是给小孩子看的，但是也太子供向了,0
2022-06-03 22:13:09,Elenore,三星,这是可以看的么,0
2022-05-29 16:14:12,凤梨拿铁,三星,太长了，一个小时就能演完，非要拖到快两个小时，小朋友都觉得无聊，还不如回家写作业。,0
2022-06-05 17:09:35,江湖马子,三星,额 写得好无聊,0
2022-05-29 12:13:37,モモコ,四星,跟哆啦A梦其他的电影一样,1
2022-06-02 19:40:51,考古小站,无评价,2022.06.01With徽徽~,0
2022-05-28 20:49:31,李气清,四星,2D的《哆啦A梦》果然比《伴我同行》带感多了，全程节奏基本拉满！看的过程中我想起来小时候是看过1985年的原版的，但确是遥远的回忆了。这种中二动画偶尔看一部太能释放情绪了，正好还有特摄和巨人，也算弥补没法儿第一时间看到《新·奥特曼》的遗憾了。话说胖虎日文原名就是“巨人”的意思吧。,0
