"author","title","venue","volume",'pages',"year",'type',"access","key",'doi',"ee","url"
"R. Karthick,M. Sundar Rajan",SPIDER-based out-of-order execution scheme for Ht-MPSOC.,Int. J. Adv. Intell. Paradigms,19,28-41,2021,Journal Articles,closed,journals/ijaip/KarthickR21,10.1504/IJAIP.2021.114581,https://doi.org/10.1504/IJAIP.2021.114581,https://dblp.org/rec/journals/ijaip/KarthickR21
Dharmpal Singh,A New Bio-Inspired Social Spider Algorithm.,Int. J. Appl. Metaheuristic Comput.,12,79-93,2021,Journal Articles,closed,journals/ijamc-igi/Singh21,10.4018/IJAMC.2021010105,https://doi.org/10.4018/IJAMC.2021010105,https://dblp.org/rec/journals/ijamc-igi/Singh21
"Behrooz Attaran,Afshin Ghanbarzadeh,Shapour Moradi",A novel evolutionary optimization algorithm inspired in the intelligent behaviour of the hunter spider.,Int. J. Comput. Math.,98,627-655,2021,Journal Articles,closed,journals/ijcm/AttaranGM21,10.1080/00207160.2020.1775820,https://doi.org/10.1080/00207160.2020.1775820,https://dblp.org/rec/journals/ijcm/AttaranGM21
"G. Dinesh,P. Venkatakrishnan,K. Meena alias Jeyanthi",Modified spider monkey optimization - An enhanced optimization of spectrum sharing in cognitive radio networks.,Int. J. Commun. Syst.,34,NaN,2021,Journal Articles,closed,journals/ijcomsys/DineshVJ21,10.1002/DAC.4658,https://doi.org/10.1002/dac.4658,https://dblp.org/rec/journals/ijcomsys/DineshVJ21
"Jyoti Mohanty,Prabina Pattanayak,Arnab Nandi 0002,Krishna Lal Baishnab,Devendra Singh Gurjar,Manish Mandloi",MIMO broadcast scheduling using binary spider monkey optimization algorithm.,Int. J. Commun. Syst.,34,NaN,2021,Journal Articles,closed,journals/ijcomsys/MohantyPNBGM21,10.1002/DAC.4975,https://doi.org/10.1002/dac.4975,https://dblp.org/rec/journals/ijcomsys/MohantyPNBGM21
"Sandip A. Mehta,Dipak M. Adhyaru",Social spider optimisation based identification and optimal control of fractional order system.,Int. J. Model. Identif. Control.,37,80-93,2021,Journal Articles,closed,journals/ijmic/MehtaA21,10.1504/IJMIC.2021.119033,https://doi.org/10.1504/IJMIC.2021.119033,https://dblp.org/rec/journals/ijmic/MehtaA21
"Arun Prakash Agrawal,Ankur Choudhary,Parma Nand",An Efficient Regression Test Suite Optimization Approach Using Hybrid Spider Monkey Optimization Algorithm.,Int. J. Swarm Intell. Res.,12,57-80,2021,Journal Articles,closed,journals/ijsir/AgrawalCN21,10.4018/IJSIR.2021100104,https://doi.org/10.4018/IJSIR.2021100104,https://dblp.org/rec/journals/ijsir/AgrawalCN21
"Nagadevi Darapureddy,Nagaprakash Karatapu,Tirumula Krishna Battula",Optimal weighted hybrid pattern for content based medical image retrieval using modified spider monkey optimization.,Int. J. Imaging Syst. Technol.,31,828-853,2021,Journal Articles,closed,journals/imst/DarapureddyKB21,10.1002/IMA.22475,https://doi.org/10.1002/ima.22475,https://dblp.org/rec/journals/imst/DarapureddyKB21
"E. Elakiya,N. Rajkumar",In text mining - detection of topic and sub-topic using multiple spider hunting model.,J. Ambient Intell. Humaniz. Comput.,12,3571-3580,2021,Journal Articles,closed,journals/jaihc/ElakiyaR21,10.1007/S12652-019-01588-5,https://doi.org/10.1007/s12652-019-01588-5,https://dblp.org/rec/journals/jaihc/ElakiyaR21
"R. Karpaga Priya,S. Venkatanarayanan",Implementation of thermal aware wireless sensor network clustering algorithm based on fuzzy and spider optimized cluster head selection.,J. Ambient Intell. Humaniz. Comput.,12,5245-5255,2021,Journal Articles,closed,journals/jaihc/PriyaV21,10.1007/S12652-020-02002-1,https://doi.org/10.1007/s12652-020-02002-1,https://dblp.org/rec/journals/jaihc/PriyaV21
"Krzysztof Kotowski,Tomasz Smolarczyk,Irena Roterman-Konieczna,Katarzyna Stapor",ProteinUnet - An efficient alternative to SPIDER3-single for sequence-based prediction of protein secondary structures.,J. Comput. Chem.,42,50-59,2021,Journal Articles,open,journals/jcc/KotowskiSRS21,10.1002/JCC.26432,https://doi.org/10.1002/jcc.26432,https://dblp.org/rec/journals/jcc/KotowskiSRS21
"S. Jothi,A. Chandrasekar 0002",Nelder Mead-Based Spider Monkey Optimization for Optimal Power and Channel Allocation in MANET.,J. Circuits Syst. Comput.,30,2150119:1-2150119:21,2021,Journal Articles,closed,journals/jcsc/JothiC21,10.1142/S021812662150119X,https://doi.org/10.1142/S021812662150119X,https://dblp.org/rec/journals/jcsc/JothiC21
"S. Balamurugan,S. Nageswari",Circulating current control of modular multilevel converter by wild spider foraging optimization based fractional order proportional integral derivative controller.,J. Intell. Fuzzy Syst.,41,4127-4147,2021,Journal Articles,closed,journals/jifs/BalamuruganN21,10.3233/JIFS-210528,https://doi.org/10.3233/JIFS-210528,https://dblp.org/rec/journals/jifs/BalamuruganN21
"Qianjin Wei,Chengxian Wang,Yimin Wen",Minimum attribute reduction algorithm based on quick extraction and multi-strategy social spider optimization.,J. Intell. Fuzzy Syst.,40,12023-12038,2021,Journal Articles,closed,journals/jifs/WeiWW21,10.3233/JIFS-210133,https://doi.org/10.3233/JIFS-210133,https://dblp.org/rec/journals/jifs/WeiWW21
"Muhammad Nabeel,Umair Sajid Hashmi,Sabit Ekin,Hazem H. Refai,Adnan A. Abu-Dayya,Ali Imran 0001",SpiderNet - Spectrally Efficient and Energy Efficient Data Aided Demand Driven Elastic Architecture for 6G.,IEEE Netw.,35,256-263,2021,Journal Articles,closed,journals/network/NabeelHERAI21,10.1109/MNET.101.2000635,https://doi.org/10.1109/MNET.101.2000635,https://dblp.org/rec/journals/network/NabeelHERAI21
"Jingping Nie,Yanchen Liu,Yigong Hu,Yuanyuting Wang,Stephen Xia,Matthias Preindl,Xiaofan Jiang 0001","SPIDERS+ - A light-weight, wireless, and low-cost glasses-based wearable platform for emotion sensing and bio-signal acquisition.",Pervasive Mob. Comput.,75,101424,2021,Journal Articles,closed,journals/percom/NieLHWXPJ21,10.1016/J.PMCJ.2021.101424,https://doi.org/10.1016/j.pmcj.2021.101424,https://dblp.org/rec/journals/percom/NieLHWXPJ21
"Alexandre Kawano,Antonino Morassi,Ramón Zaera",Detecting a Prey in a Spider Orb-Web from In-Plane Vibration.,SIAM J. Appl. Math.,81,2297-2322,2021,Journal Articles,closed,journals/siamam/KawanoMZ21,10.1137/20M1372792,https://doi.org/10.1137/20M1372792,https://dblp.org/rec/journals/siamam/KawanoMZ21
"Naela Rizvi,Ramesh Dharavath,Damodar Reddy Edla",Cost and makespan aware workflow scheduling in IaaS clouds using hybrid spider monkey optimization.,Simul. Model. Pract. Theory,110,102328,2021,Journal Articles,closed,journals/simpra/RizviDE21,10.1016/J.SIMPAT.2021.102328,https://doi.org/10.1016/j.simpat.2021.102328,https://dblp.org/rec/journals/simpra/RizviDE21
"J. Sathya Priya,N. Bhaskar,S. Prabakeran",Fuzzy with black widow and spider monkey optimization for privacy-preserving-based crowdsourcing system.,Soft Comput.,25,5831-5846,2021,Journal Articles,closed,journals/soco/PriyaBP21,10.1007/S00500-021-05657-W,https://doi.org/10.1007/s00500-021-05657-w,https://dblp.org/rec/journals/soco/PriyaBP21
"Dong F. Wang,Luwei Zheng,Xu Yang,Yupeng Fu,Suzuki Yuji",A Spider-Web Design for Decreasing Eigen-Frequency With Increasing Amplitude in a PE/ME Composite Energy Convertor.,IEEE Trans. Ind. Electron.,68,5396-5404,2021,Journal Articles,closed,journals/tie/WangZYFY21,10.1109/TIE.2020.2988188,https://doi.org/10.1109/TIE.2020.2988188,https://dblp.org/rec/journals/tie/WangZYFY21
"Zhaolin Lai,Xiang Feng,Huiqun Yu,Fei Luo",A Parallel Social Spider Optimization Algorithm Based on Emotional Learning.,IEEE Trans. Syst. Man Cybern. Syst.,51,797-808,2021,Journal Articles,closed,journals/tsmc/LaiFYL21,10.1109/TSMC.2018.2883329,https://doi.org/10.1109/TSMC.2018.2883329,https://dblp.org/rec/journals/tsmc/LaiFYL21
"M. R. Sivagar,N. Prabakaran",Opposition based Spider Monkey Optimization Algorithm for Load Balancing in LTE Network.,Webology,18,211-229,2021,Journal Articles,open,journals/webology/SivagarP21,10.14704/WEB/V18SI01/WEB18055,https://doi.org/10.14704/web/v18si01/web18055,https://dblp.org/rec/journals/webology/SivagarP21
"K. N. Bhanu,Ashok V. Sutagundar,Vidya S. Bennur",Agent Based Spider-Net Information Gathering in Wireless Sensor Networks.,Wirel. Pers. Commun.,118,3145-3166,2021,Journal Articles,closed,journals/wpc/BhanuSB21,10.1007/S11277-021-08172-1,https://doi.org/10.1007/s11277-021-08172-1,https://dblp.org/rec/journals/wpc/BhanuSB21
"Jayaprakash Mayilsamy,DeviPriya Rangasamy",Load Balancing in Software-Defined Networks Using Spider Monkey Optimization Algorithm for the Internet of Things.,Wirel. Pers. Commun.,116,23-43,2021,Journal Articles,closed,journals/wpc/MayilsamyR21,10.1007/S11277-020-07703-6,https://doi.org/10.1007/s11277-020-07703-6,https://dblp.org/rec/journals/wpc/MayilsamyR21
"Pradeepa Parthiban,R. Pushpa Lakshmi",Violation Detection in Service Level Agreement to Ensure the Privacy in Cloud Community using Chicken Spider Monkey Optimization-Based Deep Belief Network.,Wirel. Pers. Commun.,117,1659-1683,2021,Journal Articles,closed,journals/wpc/ParthibanL21,10.1007/S11277-020-07940-9,https://doi.org/10.1007/s11277-020-07940-9,https://dblp.org/rec/journals/wpc/ParthibanL21
"Shida Wang,Xuncai Zhang,Yanfeng Wang,Ying Niu",Black Widow Spider Algorithm Based on Differential Evolution and Random Disturbance.,BIC-TA,NaN,58-70,2021,Conference and Workshop Papers,closed,conf/bic-ta/WangZWN21,10.1007/978-981-19-1256-6_5,https://doi.org/10.1007/978-981-19-1256-6_5,https://dblp.org/rec/conf/bic-ta/WangZWN21
"Theresa F. Wechsler,Martin Brockelmann,Konstantin Kulik,Felicitas M. Kopf,Martin Kocur,Michael Lankes,Andreas Mühlberger,Christian Wolff 0001",SpEYEders - Adults' and children's affective responses during immersive playful gaze interactions transforming virtual spiders.,CHI PLAY,NaN,74-79,2021,Conference and Workshop Papers,closed,conf/chiplay/WechslerBKKKLM021,10.1145/3450337.3483463,https://doi.org/10.1145/3450337.3483463,https://dblp.org/rec/conf/chiplay/WechslerBKKKLM021
"Maria Tsiodra,Michail Chronopoulos,Matthias Ghering,Eirini Karapistoli,Neofytos Gerosavva,Nicolas Kylilis",The SPIDER Cyber Security Investment Component (CIC).,CSR,NaN,415-421,2021,Conference and Workshop Papers,closed,conf/csr2/TsiodraCGKGK21,10.1109/CSR51186.2021.9527924,https://doi.org/10.1109/CSR51186.2021.9527924,https://dblp.org/rec/conf/csr2/TsiodraCGKGK21
"Benjamin Hättasch,Nadja Geisler,Carsten Binnig",Netted?! How to Improve the Usefulness of Spider & Co.,DESIRES,NaN,38-43,2021,Conference and Workshop Papers,open,conf/desires/HattaschGB21,NaN,http://ceur-ws.org/Vol-2950/paper-08.pdf,https://dblp.org/rec/conf/desires/HattaschGB21
"Max Bender,Jacob Gilbert,Kirk Pruhs",A Poly-log Competitive Posted-Price Algorithm for Online Metrical Matching on a Spider.,FCT,NaN,67-84,2021,Conference and Workshop Papers,closed,conf/fct/BenderGP21,10.1007/978-3-030-86593-1_5,https://doi.org/10.1007/978-3-030-86593-1_5,https://dblp.org/rec/conf/fct/BenderGP21
"Yini Fang,Alec F. Diallo,Chaoyun Zhang,Paul Patras",Spider - Deep Learning-driven Sparse Mobile Traffic Measurement Collection and Reconstruction.,GLOBECOM,NaN,1-6,2021,Conference and Workshop Papers,closed,conf/globecom/FangDZP21,10.1109/GLOBECOM46510.2021.9685804,https://doi.org/10.1109/GLOBECOM46510.2021.9685804,https://dblp.org/rec/conf/globecom/FangDZP21
"Gersende Fort,Eric Moulines,Hoi-To Wai",Geom-Spider-EM - Faster Variance Reduced Stochastic Expectation Maximization for Nonconvex Finite-Sum Optimization.,ICASSP,NaN,3135-3139,2021,Conference and Workshop Papers,closed,conf/icassp/FortMW21,10.1109/ICASSP39728.2021.9414271,https://doi.org/10.1109/ICASSP39728.2021.9414271,https://dblp.org/rec/conf/icassp/FortMW21
"Anja Patricia Regina Lauer,Boris Blagojevic,Otto Lerke,Volker Schwieger,Oliver Sawodny",Flexible Multibody System Model of a Spider Crane with two Extendable Booms.,IECON,NaN,1-6,2021,Conference and Workshop Papers,closed,conf/iecon/LauerBLSS21,10.1109/IECON48115.2021.9589471,https://doi.org/10.1109/IECON48115.2021.9589471,https://dblp.org/rec/conf/iecon/LauerBLSS21
"Zhuqi Li,Yuanchao Shu,Ganesh Ananthanarayanan,Longfei Shangguan,Kyle Jamieson,Paramvir Bahl",Spider - A Multi-Hop Millimeter-Wave Network for Live Video Analytics.,SEC,NaN,178-191,2021,Conference and Workshop Papers,closed,conf/ieeesec/LiSASJB21,10.1145/3453142.3491291,https://doi.org/10.1145/3453142.3491291,https://dblp.org/rec/conf/ieeesec/LiSASJB21
"Georgios Rizos,Jenna Lawson,Zhuoda Han,Duncan Butler,James Rosindell,Krystian Mikolajczyk,Cristina Banks-Leite,Björn W. Schuller",Multi-Attentive Detection of the Spider Monkey Whinny in the (Actual) Wild.,Interspeech,NaN,471-475,2021,Conference and Workshop Papers,closed,conf/interspeech/RizosLHBRMBS21,10.21437/INTERSPEECH.2021-1969,https://doi.org/10.21437/Interspeech.2021-1969,https://dblp.org/rec/conf/interspeech/RizosLHBRMBS21
"Cristina Ramírez-Fernández,Alberto L. Morán,Victoria Meza-Kubo",A Comparative Study Between Different Treatments for Spider Phobia.,MexIHC,NaN,2:1-2:7,2021,Conference and Workshop Papers,closed,conf/mexihc/Ramirez-Fernandez21,10.1145/3492724.3492726,https://doi.org/10.1145/3492724.3492726,https://dblp.org/rec/conf/mexihc/Ramirez-Fernandez21
"Souhail Elkaissi,Azedine Boulmakoul",Virtual Spider for Real-Time Finding Things Close to Pedestrians.,NISS,NaN,749-761,2021,Conference and Workshop Papers,closed,conf/niss/ElkaissiB21,10.1007/978-981-16-3637-0_53,https://doi.org/10.1007/978-981-16-3637-0_53,https://dblp.org/rec/conf/niss/ElkaissiB21
"Farouq Zitouni,Saad Harous,Ramdane Maamri",An Enhanced Social Spider Colony Optimization for Global Optimization.,NISS,NaN,775-793,2021,Conference and Workshop Papers,closed,conf/niss/ZitouniHM21,10.1007/978-981-16-3637-0_55,https://doi.org/10.1007/978-981-16-3637-0_55,https://dblp.org/rec/conf/niss/ZitouniHM21
"Luke Pratley,Jason D. McEwen",Sparse Image Reconstruction for the SPIDER Optical Interferometric Telescope.,PHOTOPTICS,NaN,104-109,2021,Conference and Workshop Papers,closed,conf/photoptics/PratleyM21,10.5220/0010322601040109,https://doi.org/10.5220/0010322601040109,https://dblp.org/rec/conf/photoptics/PratleyM21
"Shu Qi Wang,Jizhuang Fan,Kuan Zhang,Wei Zhang,Gangfeng Liu,Jie Zhao 0003",Simulation Study of a Spider-Like Robot Based on Leg Reorganization.,RCAR,NaN,1374-1378,2021,Conference and Workshop Papers,closed,conf/rcar/WangFZZL021,10.1109/RCAR52367.2021.9517527,https://doi.org/10.1109/RCAR52367.2021.9517527,https://dblp.org/rec/conf/rcar/WangFZZL021
"Siqing Chen,He Xu,Xueshan Zhou",Bionic Water Hydraulic System of Soft Robot Control Inspired by Spider Limbs.,ROBIO,NaN,719-725,2021,Conference and Workshop Papers,closed,conf/robio/ChenXZ21,10.1109/ROBIO54168.2021.9739632,https://doi.org/10.1109/ROBIO54168.2021.9739632,https://dblp.org/rec/conf/robio/ChenXZ21
"Hanting Ye,Qing Wang 0007",SpiderWeb - Enabling Through-Screen Visible Light Communication.,SenSys,NaN,316-328,2021,Conference and Workshop Papers,closed,conf/sensys/YeW21,10.1145/3485730.3485948,https://doi.org/10.1145/3485730.3485948,https://dblp.org/rec/conf/sensys/YeW21
Xray Halperin,Marvel's Spider-Man - Miles Morales Procedural Tools for PlayStation 5 Content Authoring.,SIGGRAPH Asia Technical Communications,NaN,17:1-17:4,2021,Conference and Workshop Papers,closed,conf/siggrapha/Halperin21,10.1145/3478512.3488594,https://doi.org/10.1145/3478512.3488594,https://dblp.org/rec/conf/siggrapha/Halperin21
"Pedro Pérez-Escalona,Ivan Rapaport,José A. Soto,Ian Vidal",The Multiple Traveling Salesman Problem on Spiders.,SOFSEM,NaN,337-348,2021,Conference and Workshop Papers,closed,conf/sofsem/Perez-EscalonaR21,10.1007/978-3-030-67731-2_24,https://doi.org/10.1007/978-3-030-67731-2_24,https://dblp.org/rec/conf/sofsem/Perez-EscalonaR21
"Gersende Fort,Eric Moulines",The Perturbed Prox-Preconditioned Spider Algorithm - Non-Asymptotic Convergence Bounds.,SSP,NaN,96-100,2021,Conference and Workshop Papers,closed,conf/ssp/FortM21,10.1109/SSP49050.2021.9513846,https://doi.org/10.1109/SSP49050.2021.9513846,https://dblp.org/rec/conf/ssp/FortM21
"Gersende Fort,Eric Moulines",The Perturbed Prox-Preconditioned Spider Algorithm for EM-Based Large Scale Learning.,SSP,NaN,316-320,2021,Conference and Workshop Papers,closed,conf/ssp/FortM21a,10.1109/SSP49050.2021.9513769,https://doi.org/10.1109/SSP49050.2021.9513769,https://dblp.org/rec/conf/ssp/FortM21a
"Soh Kumabe,Takanori Maehara","r-Gathering Problems on Spiders - Hardness, FPT Algorithms, and PTASes.",WALCOM,NaN,154-165,2021,Conference and Workshop Papers,closed,conf/walcom/KumabeM21,10.1007/978-3-030-68211-8_13,https://doi.org/10.1007/978-3-030-68211-8_13,https://dblp.org/rec/conf/walcom/KumabeM21
Dusko Pavlovic,Lambek pregroups are Frobenius spiders in preorders.,CoRR,abs/2105.03038,NaN,2021,Informal Publications,open,journals/corr/abs-2105-03038,NaN,https://arxiv.org/abs/2105.03038,https://dblp.org/rec/journals/corr/abs-2105-03038
"Sergey Afanasiev,Anastasiya Smirnova,Diana Kotereva",Itsy Bitsy SpiderNet - Fully Connected Residual Network for Fraud Detection.,CoRR,abs/2105.08120,NaN,2021,Informal Publications,open,journals/corr/abs-2105-08120,NaN,https://arxiv.org/abs/2105.08120,https://dblp.org/rec/journals/corr/abs-2105-08120
Henderik A. Proper,Interactive Query Formulation using Spider Queries.,CoRR,abs/2105.10349,NaN,2021,Informal Publications,open,journals/corr/abs-2105-10349,NaN,https://arxiv.org/abs/2105.10349,https://dblp.org/rec/journals/corr/abs-2105-10349
"Gersende Fort,Eric Moulines",The Perturbed Prox-Preconditioned SPIDER algorithm for EM-based large scale learning.,CoRR,abs/2105.11732,NaN,2021,Informal Publications,open,journals/corr/abs-2105-11732,NaN,https://arxiv.org/abs/2105.11732,https://dblp.org/rec/journals/corr/abs-2105-11732
"Scott Mahan,Henry Kvinge,Tim Doster",Rotating spiders and reflecting dogs - a class conditional approach to learning data augmentation distributions.,CoRR,abs/2106.04009,NaN,2021,Informal Publications,open,journals/corr/abs-2106-04009,NaN,https://arxiv.org/abs/2106.04009,https://dblp.org/rec/journals/corr/abs-2106-04009
"Dongil Shin,Andrea Cupertino,Matthijs H. J. de Jong,Peter G. Steeneken,Miguel A. Bessa,Richard A. Norte",Spiderweb nanomechanical resonators via Bayesian optimization - inspired by nature and guided by machine learning.,CoRR,abs/2108.04809,NaN,2021,Informal Publications,open,journals/corr/abs-2108-04809,NaN,https://arxiv.org/abs/2108.04809,https://dblp.org/rec/journals/corr/abs-2108-04809
"Charbel Habchi,Mohammad Khalid Jawed",Ballooning in Spiders using Multiple Silk Threads.,CoRR,abs/2112.10981,NaN,2021,Informal Publications,open,journals/corr/abs-2112-10981,NaN,https://arxiv.org/abs/2112.10981,https://dblp.org/rec/journals/corr/abs-2112-10981
"Erum Mushtaq,Chaoyang He 0001,Jie Ding,Salman Avestimehr",SPIDER - Searching Personalized Neural Architecture for Federated Learning.,CoRR,abs/2112.13939,NaN,2021,Informal Publications,open,journals/corr/abs-2112-13939,NaN,https://arxiv.org/abs/2112.13939,https://dblp.org/rec/journals/corr/abs-2112-13939
"Ahmed Fathy,Khaled Kaaniche,Turki M. Alanazi",Recent Approach Based Social Spider Optimizer for Optimal Sizing of Hybrid PV/Wind/Battery/Diesel Integrated Microgrid in Aljouf Region.,IEEE Access,8,57630-57645,2020,Journal Articles,open,journals/access/FathyKA20,10.1109/ACCESS.2020.2982805,https://doi.org/10.1109/ACCESS.2020.2982805,https://dblp.org/rec/journals/access/FathyKA20
"Ario Yudo Husodo,Grafika Jati,Amarulla Octavian,Wisnu Jatmiko",Enhanced Social Spider Optimization Algorithm for Increasing Performance of Multiple Pursuer Drones in Neutralizing Attacks From Multiple Evader Drones.,IEEE Access,8,22145-22161,2020,Journal Articles,open,journals/access/HusodoJOJ20,10.1109/ACCESS.2020.2969021,https://doi.org/10.1109/ACCESS.2020.2969021,https://dblp.org/rec/journals/access/HusodoJOJ20
"Piotr Lewandowski,Marek Janiszewski,Anna Felkner",SpiderTrap - An Innovative Approach to Analyze Activity of Internet Bots on a Website.,IEEE Access,8,141292-141309,2020,Journal Articles,open,journals/access/LewandowskiJF20,10.1109/ACCESS.2020.3012969,https://doi.org/10.1109/ACCESS.2020.3012969,https://dblp.org/rec/journals/access/LewandowskiJF20
"Ta Sheng Tan,Wen Chean Teh",Graph burning - Tight bounds on the burning numbers of path forests and spiders.,Appl. Math. Comput.,385,125447,2020,Journal Articles,closed,journals/amc/TanT20,10.1016/J.AMC.2020.125447,https://doi.org/10.1016/j.amc.2020.125447,https://dblp.org/rec/journals/amc/TanT20
"M. A. H. Akhand,Safial Islam Ayon,S. A. Shahriyar,Nazmul H. Siddique,Hojjat Adeli",Discrete Spider Monkey Optimization for Travelling Salesman Problem.,Appl. Soft Comput.,86,NaN,2020,Journal Articles,closed,journals/asc/AkhandASSA20,10.1016/J.ASOC.2019.105887,https://doi.org/10.1016/j.asoc.2019.105887,https://dblp.org/rec/journals/asc/AkhandASSA20
"Satish Chander,Vijaya Padmanabha,Joseph Mani",Jaya Spider Monkey Optimization-driven Deep Convolutional LSTM for the prediction of COVID'19.,Bio Algorithms Med Syst.,16,NaN,2020,Journal Articles,closed,journals/bams/ChanderPM20,10.1515/BAMS-2020-0030,https://doi.org/10.1515/bams-2020-0030,https://dblp.org/rec/journals/bams/ChanderPM20
"Kourosh Ranjbar,Hamid Khaloozadeh,Aghileh Heydari",A novel mixed Spider's web initial solution and data envelopment analysis for solving multi-objective optimization problems.,Central Eur. J. Oper. Res.,28,193-208,2020,Journal Articles,closed,journals/cejor/RanjbarKH20,10.1007/S10100-018-0566-3,https://doi.org/10.1007/s10100-018-0566-3,https://dblp.org/rec/journals/cejor/RanjbarKH20
"Isabelle Su,Zhao Qin,Tomás Saraceno,Ally Bisshop,Roland Mühlethaler,Evan Ziporyn,Markus J. Buehler",Sonification of a 3-D Spider Web and Reconstitution for Musical Composition Using Granular Synthesis.,Comput. Music. J.,44,43-59,2020,Journal Articles,closed,journals/comj/SuQSBMZB20,10.1162/COMJ_A_00580,https://doi.org/10.1162/comj_a_00580,https://dblp.org/rec/journals/comj/SuQSBMZB20
"Wenqiang Yang,Tingli Cheng,Yuanjun Guo,Zhile Yang,Wei Feng",A Modified Social Spider Optimization for Economic Dispatch with Valve-Point Effects.,Complex.,2020,2865929:1-2865929:13,2020,Journal Articles,open,journals/complexity/YangCGYF20,10.1155/2020/2865929,https://doi.org/10.1155/2020/2865929,https://dblp.org/rec/journals/complexity/YangCGYF20
"Shashank Sheshar Singh,Ajay Kumar 0006,Kuldeep Singh,Bhaskar Biswas",IM-SSO - Maximizing influence in social networks using social spider optimization.,Concurr. Comput. Pract. Exp.,32,NaN,2020,Journal Articles,closed,journals/concurrency/SinghKSB20,10.1002/CPE.5421,https://doi.org/10.1002/cpe.5421,https://dblp.org/rec/journals/concurrency/SinghKSB20
Shayesteh Tabatabaei,A Novel Fault Tolerance Energy-Aware Clustering Method via Social Spider Optimization (SSO) and Fuzzy Logic and Mobile Sink in Wireless Sensor Networks (WSNs).,Comput. Syst. Sci. Eng.,35,477-494,2020,Journal Articles,closed,journals/csse/Tabatabaei20,NaN,https://www.techscience.com/csse/v35n6/40725,https://dblp.org/rec/journals/csse/Tabatabaei20
"R. Buvanesvari,A. Rijuvana Begum",Social spider-based unequal clustering protocol for wireless sensor environment for smart cities.,Electron. Gov. an Int. J.,16,190-209,2020,Journal Articles,closed,journals/eg/BuvanesvariB20,10.1504/EG.2020.105235,https://doi.org/10.1504/EG.2020.105235,https://dblp.org/rec/journals/eg/BuvanesvariB20
"Emine Bas,Erkan Ülker",An efficient binary social spider algorithm for feature selection problem.,Expert Syst. Appl.,146,113185,2020,Journal Articles,closed,journals/eswa/BasU20,10.1016/J.ESWA.2020.113185,https://doi.org/10.1016/j.eswa.2020.113185,https://dblp.org/rec/journals/eswa/BasU20
"Emine Bas,Erkan Ülker",A binary social spider algorithm for uncapacitated facility location problem.,Expert Syst. Appl.,161,113618,2020,Journal Articles,closed,journals/eswa/BasU20a,10.1016/J.ESWA.2020.113618,https://doi.org/10.1016/j.eswa.2020.113618,https://dblp.org/rec/journals/eswa/BasU20a
"O. S. Jannath Nisha,S. Mary Saira Bhanu",Detection of malware applications using social spider algorithm in mobile cloud computing environment.,Int. J. Ad Hoc Ubiquitous Comput.,34,154-169,2020,Journal Articles,closed,journals/ijahuc/NishaB20,10.1504/IJAHUC.2020.108424,https://doi.org/10.1504/IJAHUC.2020.108424,https://dblp.org/rec/journals/ijahuc/NishaB20
"Jothi Soundaram,Chandrasekar Arumugam",Genetic spider monkey-based routing protocol to increase the lifetime of the network and energy management in WSN.,Int. J. Commun. Syst.,33,NaN,2020,Journal Articles,closed,journals/ijcomsys/SoundaramA20,10.1002/DAC.4525,https://doi.org/10.1002/dac.4525,https://dblp.org/rec/journals/ijcomsys/SoundaramA20
"Scaria Alex,T. Dhiliphan Rajkumar",Adaptive Spider Bird Swarm Algorithm-Based Deep Recurrent Neural Network for Malicious JavaScript Detection Using Box-Cox Transformation.,Int. J. Open Source Softw. Process.,11,46-59,2020,Journal Articles,closed,journals/ijossp/AlexR20,10.4018/IJOSSP.2020100103,https://doi.org/10.4018/IJOSSP.2020100103,https://dblp.org/rec/journals/ijossp/AlexR20
"Jabir Mumtaz,Zailin Guan,Lei Yue,Li Zhang,Cong He",Hybrid spider monkey optimisation algorithm for multi-level planning and scheduling problems of assembly lines.,Int. J. Prod. Res.,58,6252-6267,2020,Journal Articles,closed,journals/ijpr/MumtazGYZH20,10.1080/00207543.2019.1675917,https://doi.org/10.1080/00207543.2019.1675917,https://dblp.org/rec/journals/ijpr/MumtazGYZH20
"V. Seethalakshmi,Govindasamy Vaiyapuri,Akila Venkatesan",Hybrid gradient descent spider monkey optimization (HGDSMO) algorithm for efficient resource scheduling for big data processing in heterogenous environment.,J. Big Data,7,49,2020,Journal Articles,open,journals/jbd/SeethalakshmiGV20,10.1186/S40537-020-00321-W,https://doi.org/10.1186/s40537-020-00321-w,https://dblp.org/rec/journals/jbd/SeethalakshmiGV20
"Ravichandran Thalamala,A. Venkata Swamy Reddy,B. Janet",A Novel Bio-Inspired Algorithm Based on Social Spiders for Improving Performance and Efficiency of Data Clustering.,J. Intell. Syst.,29,311-326,2020,Journal Articles,open,journals/jois/ThalamalaRJ20,10.1515/JISYS-2017-0178,https://doi.org/10.1515/jisys-2017-0178,https://dblp.org/rec/journals/jois/ThalamalaRJ20
"Thang Trung Nguyen,Vo Ngoc Dieu 0001",Improved social spider optimization algorithm for optimal reactive power dispatch problem with different objectives.,Neural Comput. Appl.,32,5919-5950,2020,Journal Articles,closed,journals/nca/NguyenD20,10.1007/S00521-019-04073-4,https://doi.org/10.1007/s00521-019-04073-4,https://dblp.org/rec/journals/nca/NguyenD20
