,totalprice,houseinfo,followinfo
1108,442,2室1厅 | 64.14平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,91人关注 / 27天以前发布
1109,370,3室1厅 | 89.74平米 | 南 北 | 精装 | 高楼层(共18层) | 2014年建 | 板楼,16人关注 / 24天以前发布
1110,568,3室1厅 | 63.1平米 | 南 北 | 简装 | 中楼层(共6层) | 1988年建 | 板楼,13人关注 / 24天以前发布
1111,588,2室1厅 | 56平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,39人关注 / 23天以前发布
1112,715,2室1厅 | 64.9平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,28人关注 / 30天以前发布
1113,365,2室1厅 | 84.44平米 | 南 | 精装 | 高楼层(共28层) | 2013年建 | 板楼,19人关注 / 29天以前发布
1114,370,3室1厅 | 89.74平米 | 南 北 | 精装 | 高楼层(共18层) | 2014年建 | 板楼,16人关注 / 24天以前发布
1115,435,2室1厅 | 97.98平米 | 南 | 精装 | 低楼层(共24层) | 2006年建 | 塔楼,15人关注 / 21天以前发布
1116,608,2室1厅 | 57.35平米 | 南 北 | 精装 | 中楼层(共5层) | 1982年建 | 板楼,71人关注 / 29天以前发布
1117,1039,2室1厅 | 108.3平米 | 南 | 精装 | 27层 | 2005年建 | 板塔结合,27人关注 / 27天以前发布
1118,695,2室1厅 | 65.6平米 | 南 北 | 精装 | 顶层(共4层) | 1984年建 | 板楼,17人关注 / 24天以前发布
1119,628,3室1厅 | 137.96平米 | 南 北 | 精装 | 低楼层(共11层) | 2002年建 | 板楼,27人关注 / 20天以前发布
1120,238,1室1厅 | 48.76平米 | 南 北 | 精装 | 中楼层(共6层) | 2017年建 | 板楼,46人关注 / 20天以前发布
1121,223,1室1厅 | 58.29平米 | 南 | 精装 | 低楼层(共28层) | 2015年建 | 板楼,9人关注 / 20天以前发布
1122,1150,3室1厅 | 110.98平米 | 西南 | 简装 | 顶层(共18层) | 1999年建 | 塔楼,10人关注 / 28天以前发布
1123,815,2室1厅 | 112.77平米 | 南 | 精装 | 中楼层(共18层) | 2006年建 | 板塔结合,20人关注 / 26天以前发布
1124,518,2室1厅 | 97.54平米 | 南 北 | 精装 | 中楼层(共7层) | 2004年建 | 板楼,54人关注 / 25天以前发布
1125,442,2室1厅 | 64.14平米 | 南 北 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,91人关注 / 27天以前发布
1126,768,2室1厅 | 112.11平米 | 南 | 精装 | 低楼层(共25层) | 2010年建 | 板楼,10人关注 / 16天以前发布
1127,508,1室1厅 | 59.03平米 | 南 | 精装 | 11层 | 2005年建 | 板楼,23人关注 / 25天以前发布
1128,739,2室2厅 | 91.65平米 | 东北 | 精装 | 中楼层(共28层) | 2006年建 | 塔楼,24人关注 / 25天以前发布
1129,247,2室1厅 | 55.36平米 | 东南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,10人关注 / 24天以前发布
1130,449,2室1厅 | 88.91平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,20人关注 / 27天以前发布
1131,385,2室1厅 | 62.23平米 | 南 | 精装 | 高楼层(共11层) | 2010年建 | 板楼,93人关注 / 22天以前发布
1132,303,2室1厅 | 63.68平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,6人关注 / 21天以前发布
1133,489,1室1厅 | 70.39平米 | 南 | 精装 | 低楼层(共20层) | 2006年建 | 板楼,55人关注 / 26天以前发布
1134,445,2室1厅 | 82.63平米 | 南 | 简装 | 顶层(共15层) | 2011年建 | 板楼,36人关注 / 23天以前发布
1135,305,1室1厅 | 63.78平米 | 南 北 | 精装 | 中楼层(共7层) | 2000年建 | 板楼,43人关注 / 29天以前发布
1136,405,2室1厅 | 63.14平米 | 南 北 | 简装 | 低楼层(共16层) | 1994年建 | 塔楼,88人关注 / 19天以前发布
1137,419,2室1厅 | 95.85平米 | 南 北 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,18人关注 / 28天以前发布
1138,335,2室1厅 | 80.9平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,13人关注 / 18天以前发布
1139,880,2室1厅 | 61.39平米 | 南 北 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,15人关注 / 20天以前发布
1140,425,2室1厅 | 96.7平米 | 南 北 | 简装 | 中楼层(共11层) | 2005年建 | 板塔结合,19人关注 / 16天以前发布
1141,310,2室1厅 | 55.57平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,20人关注 / 21天以前发布
1142,588,2室1厅 | 56平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,39人关注 / 23天以前发布
1143,715,2室1厅 | 64.9平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,28人关注 / 30天以前发布
1144,415,2室1厅 | 87.35平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板塔结合,38人关注 / 27天以前发布
1145,650,2室1厅 | 78.32平米 | 东南 | 精装 | 高楼层(共17层) | 2010年建 | 塔楼,47人关注 / 26天以前发布
1146,628,3室1厅 | 137.96平米 | 南 北 | 精装 | 低楼层(共11层) | 2002年建 | 板楼,27人关注 / 20天以前发布
1147,377,2室2厅 | 84.98平米 | 南 北 | 精装 | 中楼层(共6层) | 2008年建 | 板楼,32人关注 / 25天以前发布
1148,416,2室1厅 | 73.21平米 | 东 南 | 简装 | 高楼层(共24层) | 2001年建 | 塔楼,30人关注 / 30天以前发布
1149,533,2室1厅 | 68.72平米 | 南 北 | 精装 | 6层 | 2000年建 | 板楼,41人关注 / 27天以前发布
1150,620,3室1厅 | 163.72平米 | 东南 | 精装 | 高楼层(共32层) | 2003年建 | 塔楼,9人关注 / 17天以前发布
1151,990,3室1厅 | 88.41平米 | 南 北 | 精装 | 11层 | 2010年建 | 板塔结合,31人关注 / 26天以前发布
1152,465,2室1厅 | 84.78平米 | 南 | 简装 | 高楼层(共15层) | 2011年建 | 板楼,54人关注 / 30天以前发布
1153,515,2室1厅 | 82.06平米 | 南 北 | 简装 | 底层(共6层)  | 板楼,22人关注 / 26天以前发布
1154,799,2室1厅 | 91.53平米 | 东南 北 | 精装 | 中楼层(共10层) | 2010年建 | 板楼,41人关注 / 24天以前发布
1155,565,2室1厅 | 101.06平米 | 南 北 | 精装 | 高楼层(共6层) | 2004年建 | 板楼,16人关注 / 18天以前发布
1156,158,2室1厅 | 52.42平米 | 南 | 简装 | 中楼层(共4层) | 1988年建 | 板楼,28人关注 / 19天以前发布
1157,562,3室1厅 | 116.3平米 | 南 北 | 简装 | 中楼层(共7层) | 2004年建 | 板楼,32人关注 / 26天以前发布
1158,848,2室1厅 | 89.35平米 | 南 北 | 精装 | 中楼层(共10层) | 2010年建 | 板楼,27人关注 / 25天以前发布
1159,328,2室1厅 | 62.2平米 | 南 北 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,54人关注 / 19天以前发布
1160,960,2室2厅 | 100.68平米 | 南 北 | 精装 | 中楼层(共29层) | 2009年建 | 板楼,82人关注 / 16天以前发布
1161,850,2室1厅 | 61平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,31人关注 / 19天以前发布
1162,590,2室1厅 | 50.36平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,34人关注 / 21天以前发布
1163,852,3室1厅 | 91.2平米 | 南 西 北 | 简装 | 中楼层(共16层) | 1997年建 | 塔楼,73人关注 / 26天以前发布
1164,214,2室1厅 | 58.09平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,19人关注 / 19天以前发布
1165,338,2室1厅 | 60.53平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,135人关注 / 24天以前发布
1166,355,1室1厅 | 58.19平米 | 北 | 精装 | 低楼层(共30层) | 2004年建 | 板塔结合,37人关注 / 25天以前发布
1167,649,2室1厅 | 59.19平米 | 南 北 | 精装 | 底层(共6层) | 1992年建 | 板楼,30人关注 / 27天以前发布
1168,535,4室2厅 | 138.17平米 | 南 北 | 精装 | 中楼层(共11层) | 2011年建 | 板楼,8人关注 / 1个月以前发布
1169,1550,3室2厅 | 148.72平米 | 南 北 | 精装 | 中楼层(共15层) | 2007年建 | 板楼,80人关注 / 2个月以前发布
1170,1550,3室2厅 | 148.72平米 | 南 北 | 精装 | 中楼层(共15层) | 2007年建 | 板楼,80人关注 / 2个月以前发布
1171,535,4室2厅 | 138.17平米 | 南 北 | 精装 | 中楼层(共11层) | 2011年建 | 板楼,8人关注 / 1个月以前发布
1172,1230,5室4厅 | 293.4平米 | 南 北 | 精装 | 4层 | 2012年建 | 板楼,48人关注 / 2个月以前发布
1173,918,7室2厅 | 241.79平米 | 南 北 | 精装 | 底层(共9层)  | 板楼,64人关注 / 8个月以前发布
1174,850,3室2厅 | 89.3平米 | 南 北 | 精装 | 4层 | 1992年建 | 板楼,115人关注 / 7个月以前发布
1175,825,3室2厅 | 118.26平米 | 南 北 | 精装 | 中楼层(共9层) | 2006年建 | 板楼,58人关注 / 2个月以前发布
1176,800,4室2厅 | 176平米 | 南 北 | 简装 | 6层 | 2001年建 | 板楼,33人关注 / 4个月以前发布
1177,968,3室2厅 | 122.21平米 | 南 北 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,67人关注 / 2个月以前发布
1178,1400,3室2厅 | 152.66平米 | 南 北 | 简装 | 底层(共5层) | 2002年建 | 暂无数据,44人关注 / 5个月以前发布
1179,608,3室1厅 | 140.36平米 | 南 北 | 精装 | 低楼层(共8层) | 2013年建 | 板楼,28人关注 / 1个月以前发布
1180,788,3室1厅 | 142.31平米 | 南 北 | 简装 | 9层 | 2004年建 | 板楼,57人关注 / 2个月以前发布
1181,425,2室1厅 | 114.76平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,36人关注 / 3个月以前发布
1182,526,3室1厅 | 88平米 | 南 | 简装 | 中楼层(共19层) | 1991年建 | 塔楼,186人关注 / 2个月以前发布
1183,1270,4室2厅 | 151.98平米 | 南 北 | 精装 | 中楼层(共15层) | 2004年建 | 板楼,225人关注 / 2个月以前发布
1184,510,3室2厅 | 146.66平米 | 南 北 | 简装 | 中楼层(共6层) | 1999年建 | 板楼,42人关注 / 2个月以前发布
1185,2750,3室1厅 | 179.61平米 | 南 北 | 精装 | 中楼层(共16层)  | 板塔结合,54人关注 / 1个月以前发布
1186,590,4室2厅 | 123.63平米 | 南 北 | 精装 | 低楼层(共27层) | 2013年建 | 板塔结合,28人关注 / 3个月以前发布
1187,460,4室2厅 | 81.84平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,21人关注 / 2个月以前发布
1188,1050,3室2厅 | 150.68平米 | 南 北 | 精装 | 顶层(共9层) | 2006年建 | 板楼,65人关注 / 2个月以前发布
1189,710,3室2厅 | 144.24平米 | 南 北 | 精装 | 高楼层(共18层) | 2008年建 | 板楼,26人关注 / 1个月以前发布
1190,1381,4室2厅 | 288.04平米 | 南 北 | 简装 | 3层 | 2005年建 | 板楼,46人关注 / 3个月以前发布
1191,1390,4室2厅 | 167.6平米 | 东 南 北 | 精装 | 低楼层(共17层) | 2009年建 | 塔楼,18人关注 / 1个月以前发布
1192,930,4室2厅 | 265.14平米 | 南 北 | 精装 | 高楼层(共13层) | 2001年建 | 板楼,56人关注 / 4个月以前发布
1193,1300,3室2厅 | 143.8平米 | 南 北 | 精装 | 中楼层(共28层) | 2006年建 | 板楼,88人关注 / 1个月以前发布
1194,1760,5室2厅 | 170.01平米 | 南 北 | 精装 | 高楼层(共10层) | 2010年建 | 板塔结合,95人关注 / 3个月以前发布
1195,903,3室2厅 | 136.11平米 | 南 北 | 精装 | 9层 | 2005年建 | 板楼,9人关注 / 2个月以前发布
1196,1280,6室3厅 | 301.84平米 | 西南 | 精装 | 27层  | 板塔结合,60人关注 / 2个月以前发布
1197,580,3室2厅 | 155.43平米 | 南 北 | 精装 | 中楼层(共7层) | 2008年建 | 板楼,87人关注 / 3个月以前发布
1198,1015,3室1厅 | 121.77平米 | 东南 | 精装 | 中楼层(共24层) | 2004年建 | 塔楼,90人关注 / 2个月以前发布
1199,1400,7室2厅 | 275.32平米 | 南 北 东 | 精装 | 底层(共4层) | 2012年建 | 暂无数据,20人关注 / 1个月以前发布
1200,710,3室2厅 | 144.24平米 | 南 北 | 精装 | 高楼层(共18层) | 2008年建 | 板楼,26人关注 / 1个月以前发布
1201,590,4室2厅 | 123.63平米 | 南 北 | 精装 | 低楼层(共27层) | 2013年建 | 板塔结合,28人关注 / 3个月以前发布
1202,1300,3室2厅 | 143.8平米 | 南 北 | 精装 | 中楼层(共28层) | 2006年建 | 板楼,88人关注 / 1个月以前发布
1203,1381,4室2厅 | 288.04平米 | 南 北 | 简装 | 3层 | 2005年建 | 板楼,46人关注 / 3个月以前发布
1204,1390,4室2厅 | 167.6平米 | 东 南 北 | 精装 | 低楼层(共17层) | 2009年建 | 塔楼,18人关注 / 1个月以前发布
1205,895,3室2厅 | 125.17平米 | 南 北 | 简装 | 中楼层(共16层) | 2005年建 | 板楼,89人关注 / 2个月以前发布
1206,508,3室2厅 | 123.38平米 | 南 北 | 精装 | 中楼层(共20层) | 2014年建 | 板楼,15人关注 / 1个月以前发布
1207,899,3室2厅 | 147.03平米 | 南 北 | 精装 | 低楼层(共17层) | 2009年建 | 板楼,46人关注 / 3个月以前发布
1208,735,3室1厅 | 121.63平米 | 南 北 | 精装 | 中楼层(共15层) | 2007年建 | 板楼,44人关注 / 1个月以前发布
1209,630,3室1厅 | 158.9平米 | 南 北 | 精装 | 5层 | 1997年建 | 板楼,70人关注 / 1个月以前发布
1210,455,3室2厅 | 105.65平米 | 南 | 精装 | 高楼层(共7层) | 1999年建 | 板塔结合,266人关注 / 5个月以前发布
1211,1279,4室2厅 | 184.14平米 | 东南 | 其他 | 中楼层(共24层)  | 塔楼,27人关注 / 1个月以前发布
1212,520,3室2厅 | 124.61平米 | 南 北 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,55人关注 / 1个月以前发布
1213,739,4室2厅 | 161平米 | 南 北 | 精装 | 中楼层(共7层) | 2006年建 | 板楼,245人关注 / 5个月以前发布
1214,850,3室1厅 | 134.78平米 | 南 北 | 简装 | 底层(共35层) | 2015年建 | 板塔结合,18人关注 / 1个月以前发布
1215,599,3室2厅 | 138.65平米 | 南 北 | 精装 | 高楼层(共8层) | 2004年建 | 板楼,130人关注 / 2个月以前发布
1216,890,4室2厅 | 159.8平米 | 南 北 | 精装 | 底层(共4层) | 2000年建 | 板楼,79人关注 / 1个月以前发布
1217,1920,3室2厅 | 173.28平米 | 南 北 | 精装 | 底层(共28层) | 2007年建 | 板楼,49人关注 / 5个月以前发布
1218,1390,3室2厅 | 161.5平米 | 南 北 | 精装 | 高楼层(共27层) | 2006年建 | 板楼,27人关注 / 2个月以前发布
1219,1520,3室2厅 | 167.42平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,62人关注 / 5个月以前发布
1220,820,3室2厅 | 174.78平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,82人关注 / 1个月以前发布
1221,229,3室2厅 | 125.29平米 | 南 北 | 精装 | 低楼层(共6层) | 2003年建 | 板楼,42人关注 / 2个月以前发布
1222,550,3室1厅 | 145.68平米 | 南 北 | 精装 | 高楼层(共7层) | 2008年建 | 板楼,123人关注 / 1个月以前发布
1223,494,3室2厅 | 145.16平米 | 东北 | 精装 | 中楼层(共32层) | 2003年建 | 塔楼,75人关注 / 1个月以前发布
1224,788,4室2厅 | 138.45平米 | 南 北 | 精装 | 中楼层(共18层) | 2012年建 | 板楼,48人关注 / 2个月以前发布
1225,786,3室2厅 | 153.59平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,29人关注 / 2个月以前发布
1226,1715,4室2厅 | 171.65平米 | 南 北 | 精装 | 中楼层(共21层) | 2006年建 | 板塔结合,111人关注 / 5个月以前发布
1227,820,3室2厅 | 133.23平米 | 西 | 精装 | 中楼层(共31层) | 2003年建 | 塔楼,35人关注 / 2个月以前发布
1228,1150,3室2厅 | 107.35平米 | 南 北 | 精装 | 中楼层(共6层) | 1998年建 | 板楼,118人关注 / 1个月以前发布
1229,819,3室2厅 | 140.02平米 | 南 北 | 精装 | 中楼层(共27层) | 2009年建 | 板塔结合,240人关注 / 3个月以前发布
1230,590,3室2厅 | 131.74平米 | 南 北 | 简装 | 低楼层(共16层)  | 塔楼,272人关注 / 6个月以前发布
1231,439,4室1厅 | 144.08平米 | 南 北 | 简装 | 顶层(共6层) | 2003年建 | 板楼,105人关注 / 6个月以前发布
1232,1360,4室2厅 | 198.3平米 | 南 | 简装 | 顶层(共8层)  | 板楼,48人关注 / 1个月以前发布
1233,620,2室1厅 | 108.13平米 | 南 | 简装 | 高楼层(共26层) | 2010年建 | 板塔结合,38人关注 / 2个月以前发布
1234,836,3室1厅 | 111.21平米 | 西 | 简装 | 顶层(共11层) | 2005年建 | 板塔结合,117人关注 / 1个月以前发布
1235,675,3室2厅 | 188.86平米 | 西南 | 精装 | 底层(共11层) | 2010年建 | 板塔结合,60人关注 / 1个月以前发布
1236,755,3室2厅 | 134.02平米 | 南 北 | 精装 | 高楼层(共10层) | 2007年建 | 板楼,15人关注 / 1个月以前发布
1237,780,3室1厅 | 133.11平米 | 东南 西北 | 简装 | 中楼层(共10层) | 2001年建 | 板楼,28人关注 / 1个月以前发布
1238,1480,5室3厅 | 194.44平米 | 南 北 | 精装 | 底层(共5层) | 2013年建 | 板楼,17人关注 / 1个月以前发布
1239,1200,3室2厅 | 139.77平米 | 南 北 | 简装 | 低楼层(共9层) | 2005年建 | 板楼,110人关注 / 3个月以前发布
1240,1930,4室1厅 | 184.32平米 | 南 北 | 精装 | 高楼层(共9层) | 2005年建 | 板楼,32人关注 / 2个月以前发布
1241,225,5室1厅 | 150.6平米 | 南 北 | 简装 | 1层 | 2001年建 | 板楼,215人关注 / 8个月以前发布
1242,1850,4室2厅 | 277.96平米 | 南 西 北 | 精装 | 高楼层(共31层) | 2015年建 | 板楼,99人关注 / 7个月以前发布
1243,1050,3室1厅 | 132.52平米 | 西南 | 精装 | 低楼层(共26层) | 2004年建 | 塔楼,19人关注 / 1个月以前发布
1244,645,3室1厅 | 143.47平米 | 北 南 | 精装 | 16层 | 2006年建 | 板楼,47人关注 / 1个月以前发布
1245,1300,4室2厅 | 269.73平米 | 南 北 | 精装 | 3层  | 暂无数据 | 联排别墅 ,7人关注 / 1个月以前发布
1246,600,3室1厅 | 88.46平米 | 南 北 | 精装 | 底层(共7层) | 1996年建 | 板楼,66人关注 / 3个月以前发布
1247,1460,3室1厅 | 142.07平米 | 南 北 | 精装 | 中楼层(共14层) | 2006年建 | 板楼,47人关注 / 1个月以前发布
1248,650,3室2厅 | 111.59平米 | 南 北 | 精装 | 15层 | 2005年建 | 板楼,12人关注 / 1个月以前发布
1249,769,3室2厅 | 142.63平米 | 东 南 北 | 精装 | 中楼层(共16层) | 2015年建 | 板塔结合,29人关注 / 2个月以前发布
1250,450,3室1厅 | 79.92平米 | 南 北 | 精装 | 6层  | 板楼,71人关注 / 2个月以前发布
1251,494,3室2厅 | 145.16平米 | 东北 | 精装 | 中楼层(共32层) | 2003年建 | 塔楼,75人关注 / 1个月以前发布
1252,788,4室2厅 | 138.45平米 | 南 北 | 精装 | 中楼层(共18层) | 2012年建 | 板楼,48人关注 / 2个月以前发布
1253,820,3室2厅 | 133.23平米 | 西 | 精装 | 中楼层(共31层) | 2003年建 | 塔楼,35人关注 / 2个月以前发布
1254,780,3室2厅 | 223.95平米 | 南 北 | 简装 | 顶层(共9层) | 2005年建 | 板楼,50人关注 / 2个月以前发布
1255,1140,3室2厅 | 168.43平米 | 南 西 北 | 精装 | 高楼层(共10层) | 2005年建 | 板楼,38人关注 / 2个月以前发布
1256,1150,3室2厅 | 107.35平米 | 南 北 | 精装 | 中楼层(共6层) | 1998年建 | 板楼,118人关注 / 1个月以前发布
1257,819,3室2厅 | 140.02平米 | 南 北 | 精装 | 中楼层(共27层) | 2009年建 | 板塔结合,240人关注 / 3个月以前发布
1258,858,5室2厅 | 185.7平米 | 南 北 | 精装 | 高楼层(共8层) | 2013年建 | 板楼,25人关注 / 1个月以前发布
1259,539,3室1厅 | 119.27平米 | 南 北 | 精装 | 顶层(共6层) | 2003年建 | 板楼,34人关注 / 1个月以前发布
1260,850,3室1厅 | 134.78平米 | 南 北 | 简装 | 底层(共35层) | 2015年建 | 板塔结合,18人关注 / 1个月以前发布
1261,899,3室2厅 | 147.03平米 | 南 北 | 精装 | 低楼层(共17层) | 2009年建 | 板楼,46人关注 / 3个月以前发布
1262,630,3室1厅 | 158.9平米 | 南 北 | 精装 | 5层 | 1997年建 | 板楼,70人关注 / 1个月以前发布
1263,786,3室2厅 | 153.59平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,29人关注 / 2个月以前发布
1264,1715,4室2厅 | 171.65平米 | 南 北 | 精装 | 中楼层(共21层) | 2006年建 | 板塔结合,111人关注 / 5个月以前发布
1265,1520,3室2厅 | 167.42平米 | 南 北 | 精装 | 中楼层(共9层)  | 板楼,62人关注 / 5个月以前发布
1266,899,4室2厅 | 259.15平米 | 南 北 | 精装 | 底层(共6层) | 2014年建 | 板楼,59人关注 / 2个月以前发布
1267,432,3室2厅 | 148.11平米 | 西南 | 简装 | 7层 | 2001年建 | 板楼,40人关注 / 2个月以前发布
1268,1200,3室1厅 | 211.4平米 | 南 北 | 精装 | 底层(共4层) | 2009年建 | 板楼,34人关注 / 4个月以前发布
1269,400,3室1厅 | 92.43平米 | 南 北 | 简装 | 中楼层(共29层) | 2013年建 | 板塔结合,32人关注 / 1个月以前发布
1270,438,3室1厅 | 114.64平米 | 南 北 | 精装 | 中楼层(共6层) | 2015年建 | 板楼,41人关注 / 1个月以前发布
1271,1350,3室2厅 | 147.32平米 | 南 北 | 精装 | 高楼层(共6层) | 2010年建 | 板楼,38人关注 / 1个月以前发布
1272,600,3室2厅 | 120.2平米 | 南 北 | 精装 | 高楼层(共16层) | 2007年建 | 板楼,95人关注 / 2个月以前发布
1273,550,3室2厅 | 120.2平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,65人关注 / 2个月以前发布
1274,1200,3室2厅 | 110.75平米 | 西北 | 精装 | 高楼层(共18层) | 2008年建 | 板塔结合,91人关注 / 2个月以前发布
1275,1108,3室2厅 | 136.25平米 | 东南 | 精装 | 中楼层(共20层)  | 塔楼,121人关注 / 2个月以前发布
1276,539,3室2厅 | 150.33平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,55人关注 / 2个月以前发布
1277,535,3室2厅 | 153.27平米 | 南 北 | 精装 | 顶层(共3层) | 2000年建 | 板楼,89人关注 / 10个月以前发布
1278,1265,5室2厅 | 225.42平米 | 南 北 | 精装 | 3层 | 2003年建 | 板楼,29人关注 / 1个月以前发布
1279,398,3室2厅 | 138.38平米 | 南 北 | 简装 | 顶层(共6层) | 1997年建 | 板楼,42人关注 / 1个月以前发布
1280,1075,3室2厅 | 158.7平米 | 南 北 | 精装 | 中楼层(共11层) | 2007年建 | 板楼,32人关注 / 1个月以前发布
1281,490,3室2厅 | 168.65平米 | 南 北 | 精装 | 7层 | 2001年建 | 板楼,86人关注 / 3个月以前发布
1282,2196,5室2厅 | 228.1平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,178人关注 / 一年前发布
1283,1100,3室1厅 | 147.91平米 | 北 南 | 精装 | 33层 | 2014年建 | 板塔结合,40人关注 / 1个月以前发布
1284,850,5室2厅 | 237.13平米 | 南 北 | 精装 | 3层  | 板楼,56人关注 / 3个月以前发布
1285,1550,4室3厅 | 316.87平米 | 南 北 | 精装 | 底层(共7层) | 2012年建 | 板楼,17人关注 / 1个月以前发布
1286,398,4室3厅 | 190.1平米 | 东 南 北 | 简装 | 13层 | 2002年建 | 板塔结合,59人关注 / 6个月以前发布
1287,885,3室2厅 | 127.38平米 | 南 北 | 精装 | 14层 | 2006年建 | 板楼,32人关注 / 1个月以前发布
1288,1180,3室2厅 | 133.09平米 | 西南 东北 | 精装 | 中楼层(共6层) | 1999年建 | 板楼,61人关注 / 1个月以前发布
1289,419,4室2厅 | 141.6平米 | 南 北 | 简装 | 7层 | 1999年建 | 板楼,202人关注 / 3个月以前发布
1290,1200,3室1厅 | 211.4平米 | 南 北 | 精装 | 底层(共4层) | 2009年建 | 板楼,34人关注 / 4个月以前发布
1291,432,3室2厅 | 148.11平米 | 西南 | 简装 | 7层 | 2001年建 | 板楼,40人关注 / 2个月以前发布
1292,1820,3室1厅 | 207平米 | 南 北 | 其他 | 中楼层(共20层) | 2005年建 | 板楼,29人关注 / 31天以前发布
1293,1550,4室3厅 | 316.87平米 | 南 北 | 精装 | 底层(共7层) | 2012年建 | 板楼,17人关注 / 1个月以前发布
1294,400,3室1厅 | 92.43平米 | 南 北 | 简装 | 中楼层(共29层) | 2013年建 | 板塔结合,32人关注 / 1个月以前发布
1295,830,3室2厅 | 166.98平米 | 南 北 | 精装 | 低楼层(共14层) | 1997年建 | 板塔结合,41人关注 / 2个月以前发布
1296,850,5室2厅 | 237.13平米 | 南 北 | 精装 | 3层  | 板楼,56人关注 / 3个月以前发布
1297,1580,3室2厅 | 161.54平米 | 东北 | 精装 | 26层  | 塔楼,54人关注 / 3个月以前发布
1298,549,3室2厅 | 144.76平米 | 南 北 | 精装 | 19层 | 2015年建 | 板楼,19人关注 / 2个月以前发布
1299,419,4室2厅 | 141.6平米 | 南 北 | 简装 | 7层 | 1999年建 | 板楼,202人关注 / 3个月以前发布
1300,885,3室2厅 | 127.38平米 | 南 北 | 精装 | 14层 | 2006年建 | 板楼,32人关注 / 1个月以前发布
1301,735,3室2厅 | 122.54平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,86人关注 / 1个月以前发布
1302,695,3室2厅 | 144.99平米 | 南 北 | 简装 | 低楼层(共25层) | 2010年建 | 板塔结合,61人关注 / 2个月以前发布
1303,1180,3室2厅 | 133.09平米 | 西南 东北 | 精装 | 中楼层(共6层) | 1999年建 | 板楼,61人关注 / 1个月以前发布
1304,885,2室2厅 | 132.45平米 | 南 北 | 简装 | 中楼层(共6层) | 2006年建 | 板楼,79人关注 / 2个月以前发布
1305,285,2室1厅 | 74.58平米 | 南 北 | 精装 | 顶层(共6层) | 2013年建 | 板楼,58人关注 / 3个月以前发布
1306,728,3室2厅 | 137.15平米 | 东南 | 简装 | 顶层(共32层) | 2003年建 | 塔楼,116人关注 / 2个月以前发布
1307,1388,3室1厅 | 143.99平米 | 南 北 | 精装 | 27层  | 板塔结合,49人关注 / 3个月以前发布
1308,569,4室2厅 | 212.73平米 | 南 北 | 简装 | 底层(共7层) | 2005年建 | 板楼,81人关注 / 5个月以前发布
1309,567,3室2厅 | 133.44平米 | 南 北 | 简装 | 中楼层(共5层) | 2005年建 | 板楼,66人关注 / 2个月以前发布
1310,740,3室2厅 | 138.25平米 | 南 北 | 精装 | 中楼层(共18层) | 2016年建 | 板楼,16人关注 / 1个月以前发布
1311,1899,3室2厅 | 143.85平米 | 西南 | 简装 | 低楼层(共16层) | 2000年建 | 塔楼,50人关注 / 4个月以前发布
1312,1900,5室2厅 | 241.59平米 | 东 南 北 | 精装 | 9层 | 2006年建 | 板楼,49人关注 / 1个月以前发布
1313,599,3室2厅 | 141.09平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,74人关注 / 2个月以前发布
1314,1100,3室2厅 | 111.5平米 | 东南 西南 | 精装 | 中楼层(共6层) | 1996年建 | 板楼,264人关注 / 3个月以前发布
1315,2196,5室2厅 | 228.1平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,178人关注 / 一年前发布
